date,time,total_cost,total_market_value,total_pnl,total_pnl_pct,today_pnl,num_holdings,best_stock,worst_stock
2026-03-02,11:58,91287.29999999999,90582.0,-705.3,-0.77,-91.2,6,光迅科技(+3.2%),中国卫星(-4.9%)
