stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.57,3.19,82.8077,0.3154,8.8372
2021-06-30,2021-06-30,11.21,11.13,87.4323,1.0736,9.5811
2021-09-30,2021-09-30,17.8,18.75,88.6281,1.8427,10.3517
2021-12-31,2021-12-31,29.51,33.59,90.6397,3.5551,12.0475
2022-03-31,2022-03-31,1.99,1.71,82.1263,0.2081,10.4512
2022-06-30,2022-06-30,8.06,7.76,85.9815,0.902,11.1947
2022-09-30,2022-09-30,13.69,13.99,87.0011,1.6414,11.9891
2022-12-31,2022-12-31,23.34,25.55,88.2896,3.1458,13.4769
2023-03-31,2023-03-31,2.03,1.67,80.9809,0.2274,11.1924
2023-06-30,2023-06-30,7.18,6.73,84.5857,0.8543,11.896
2023-09-30,2023-09-30,11.5,11.39,86.5983,1.4334,12.4694
2023-12-31,2023-12-31,19.16,20.19,87.4481,2.6088,13.6149
2024-03-31,2024-03-31,1.66,1.41,81.0476,0.1932,11.6149
2024-06-30,2024-06-30,5.58,5.25,83.0686,0.675,12.1043
2024-09-30,2024-09-30,9.6,9.5,84.0523,1.2108,12.6154
2024-12-31,2024-12-31,22.86,24.8,87.6387,3.3915,14.8332
2025-03-31,2025-03-31,1.86,1.5,81.6454,0.2241,12.0539
2025-06-30,2025-06-30,7.32,6.77,84.7108,0.9337,12.7545
2025-09-30,2025-09-30,16.08,16.1,87.2017,2.2438,13.9564
2025-12-31,2025-12-31,33.77,38.54,90.1611,5.9619,17.6562
