stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.72,1.735,18.7722,0.157,10.4754
2021-06-30,2021-06-30,4.27,4.255,17.5399,0.368,10.209
2021-09-30,2021-09-30,5.41,5.455,17.1863,0.4774,10.3201
2021-12-31,2021-12-31,11.27,10.8,19.2082,1.0093,10.7333
2022-03-31,2022-03-31,0.97,0.96,16.5358,0.1038,10.8008
2022-06-30,2022-06-30,2.25,2.226,15.8709,0.1941,10.5218
2022-09-30,2022-09-30,2.65,2.663,15.9976,0.2292,10.8469
2022-12-31,2022-12-31,10.72,10.853,15.6319,1.0095,10.1565
2023-03-31,2023-03-31,0.93,0.937,13.1399,0.0796,10.2401
2023-06-30,2023-06-30,6.11,5.973,12.5443,0.5507,10.2511
2023-09-30,2023-09-30,6.15,6.097,12.6684,0.542,10.2551
2023-12-31,2023-12-31,5.57,5.625,12.8923,0.4667,10.1794
2024-03-31,2024-03-31,0.49,0.495,13.1062,0.0375,10.219
2024-06-30,2024-06-30,3.11,3.095,12.4124,0.2611,10.2528
2024-09-30,2024-09-30,3.18,3.171,12.1649,0.2483,10.1687
2024-12-31,2024-12-31,0.35,0.348,12.2356,-0.1102,9.9735
2025-03-31,2025-03-31,0.15,0.146,14.7392,-0.0002,9.7516
2025-06-30,2025-06-30,0.18,0.177,14.0866,-0.0243,9.7413
2025-09-30,2025-09-30,-1.41,-1.393,11.7801,-0.1895,9.5707
