stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.83,3.7,,0.2309,8.1289
2021-06-30,2021-06-30,5.47,6.65,,0.4464,8.1225
2021-09-30,2021-09-30,8.29,10.26,,0.7017,8.4335
2021-12-31,2021-12-31,9.59,11.86,,0.8284,8.6113
2022-03-31,2022-03-31,2.97,3.705,,0.2709,9.1307
2022-06-30,2022-06-30,5.61,6.675,,0.5106,9.1059
2022-09-30,2022-09-30,9.04,10.425,,0.8003,8.8544
2022-12-31,2022-12-31,10.34,11.89,,0.9239,8.9389
2023-03-31,2023-03-31,2.95,3.5925,,0.2651,8.9905
2023-06-30,2023-06-30,5.58,6.43,,0.5006,8.9823
2023-09-30,2023-09-30,8.28,9.675,,0.7641,9.2322
2023-12-31,2023-12-31,9.03,10.85,,0.8716,9.6471
2024-03-31,2024-03-31,2.57,3.09,,0.2618,10.1723
2024-06-30,2024-06-30,4.86,5.715,,0.493,10.1532
2024-09-30,2024-09-30,7.35,8.8425,,0.7663,10.4161
2024-12-31,2024-12-31,8.4,9.84,,0.8745,10.4038
2025-03-31,2025-03-31,2.54,2.8325,,0.2558,10.0482
2025-06-30,2025-06-30,4.32,5.455,,0.4115,9.4992
2025-09-30,2025-09-30,6.58,8.0025,,0.6394,9.7079
