stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.24,4.885,,1.2787,30.2085
2021-06-30,2021-06-30,8.1,9.03,,2.4444,30.1972
2021-09-30,2021-09-30,11.87,13.5825,,3.7413,31.5551
2021-12-31,2021-12-31,13.96,16.96,,4.7912,34.3254
2022-03-31,2022-03-31,4.03,4.81,,1.4397,35.7153
2022-06-30,2022-06-30,7.82,9.035,,2.7757,35.5143
2022-09-30,2022-09-30,11.63,13.665,,4.2815,36.7872
2022-12-31,2022-12-31,14.6,17.06,,5.5232,37.8368
2023-03-31,2023-03-31,3.96,4.6075,,1.5554,39.2454
2023-06-30,2023-06-30,7.75,8.775,,3.0308,39.0927
2023-09-30,2023-09-30,11.25,13.035,,4.5587,40.4974
2023-12-31,2023-12-31,13.62,16.22,,5.8686,43.0506
2024-03-31,2024-03-31,3.4,4.02,,1.5243,44.6272
2024-06-30,2024-06-30,6.73,7.72,,2.9889,44.2915
2024-09-30,2024-09-30,9.82,11.535,,4.5218,45.9811
2024-12-31,2024-12-31,12.1,14.49,,5.9302,48.9089
2025-03-31,2025-03-31,2.99,3.5325,,1.4874,49.7174
2025-06-30,2025-06-30,5.81,6.925,,2.9899,51.4222
2025-09-30,2025-09-30,8.98,10.47,,4.5415,50.5608
