stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.36,2.39,41.4999,0.0996,4.5028
2021-06-30,2021-06-30,5.58,5.63,42.2207,0.2389,4.539
2021-09-30,2021-09-30,9.36,9.7,43.7332,0.419,4.7198
2021-12-31,2021-12-31,11.1,11.56,38.8771,0.5062,4.8035
2022-03-31,2022-03-31,2.56,2.59,41.5572,0.1198,4.923
2022-06-30,2022-06-30,5.99,6.06,43.2587,0.2867,4.9892
2022-09-30,2022-09-30,9.46,9.81,44.2896,0.4719,5.1744
2022-12-31,2022-12-31,10.95,11.48,37.4855,0.5668,5.2694
2023-03-31,2023-03-31,2.5,2.53,40.4228,0.1302,5.4145
2023-06-30,2023-06-30,5.54,5.59,40.2084,0.2912,5.469
2023-09-30,2023-09-30,9.34,9.69,41.9436,0.511,5.721
2023-12-31,2023-12-31,11.08,11.86,39.2173,0.6329,5.9595
2024-03-31,2024-03-31,2.67,2.71,42.7069,0.1569,6.1752
2024-06-30,2024-06-30,5.44,5.45,41.9491,0.3201,6.1712
2024-09-30,2024-09-30,9.14,9.43,43.6502,0.5592,6.4184
2024-12-31,2024-12-31,10.99,11.5,40.2801,0.6885,6.5516
2025-03-31,2025-03-31,2.71,2.74,43.6334,0.1741,6.7583
2025-06-30,2025-06-30,5.22,5.23,43.0115,0.3346,6.7316
2025-09-30,2025-09-30,9.06,9.35,45.3323,0.6073,7.0045
