stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.58,2.63,49.4278,0.0621,2.3812
2021-06-30,2021-06-30,7.54,7.69,51.4235,0.1853,2.4414
2021-09-30,2021-09-30,13.0,13.78,51.8856,0.3384,2.599
2021-12-31,2021-12-31,16.74,18.17,50.3135,0.4562,2.7241
2022-03-31,2022-03-31,2.58,2.63,47.6557,0.0727,2.8212
2022-06-30,2022-06-30,7.53,7.73,48.7475,0.2176,2.9128
2022-09-30,2022-09-30,12.74,13.73,49.4409,0.401,3.1957
2022-12-31,2022-12-31,16.49,18.18,48.893,0.5495,3.3708
2023-03-31,2023-03-31,2.58,2.6,46.5899,0.088,3.4472
2023-06-30,2023-06-30,7.41,7.57,48.8216,0.2607,3.5539
2023-09-30,2023-09-30,12.19,12.81,49.8049,0.4505,3.7393
2023-12-31,2023-12-31,14.67,15.55,47.4597,0.551,3.8145
2024-03-31,2024-03-31,2.1,2.12,44.6243,0.0779,3.8946
2024-06-30,2024-06-30,6.78,6.84,48.8882,0.2601,3.9622
2024-09-30,2024-09-30,11.07,11.59,50.2519,0.4469,4.1441
2024-12-31,2024-12-31,13.32,14.07,48.8441,0.5544,4.2552
2025-03-31,2025-03-31,1.93,1.95,45.5948,0.0781,4.323
2025-06-30,2025-06-30,6.47,6.89,48.9429,0.276,4.4195
2025-09-30,2025-09-30,10.75,11.57,49.2032,0.4813,4.6234
