stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.36,3.64,7.5939,0.4218,14.0602
2021-06-30,2021-06-30,9.4,10.2,8.1695,1.2229,14.4118
2021-09-30,2021-09-30,10.3,11.25,7.984,1.3579,14.3962
2021-12-31,2021-12-31,10.46,11.37,7.7932,1.392,14.4478
2022-03-31,2022-03-31,1.9,1.96,6.962,0.2552,14.7065
2022-06-30,2022-06-30,5.33,5.54,7.7492,0.7412,14.771
2022-09-30,2022-09-30,7.17,7.56,7.564,1.0299,15.0409
2022-12-31,2022-12-31,8.46,8.98,7.5464,1.2197,15.3081
2023-03-31,2023-03-31,2.23,2.33,7.3162,0.3194,15.5833
2023-06-30,2023-06-30,5.36,5.64,8.157,0.5067,10.4266
2023-09-30,2023-09-30,7.7,7.69,7.8492,0.6724,10.1372
2023-12-31,2023-12-31,9.06,9.04,7.7789,0.5858,7.541
2024-03-31,2024-03-31,2.19,2.22,6.943,0.1387,7.8948
2024-06-30,2024-06-30,4.96,4.9,7.64,0.248,6.0667
2024-09-30,2024-09-30,6.42,7.07,7.6899,0.3512,6.5067
2024-12-31,2024-12-31,9.2,9.98,7.5236,0.5526,6.662
2025-03-31,2025-03-31,3.44,3.65,7.0806,0.2011,6.8966
2025-06-30,2025-06-30,5.21,5.34,7.3095,0.3012,6.845
2025-09-30,2025-09-30,6.99,7.3,7.5023,0.4119,6.9544
