stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.08,0.08,23.4914,0.0027,7.5101
2021-06-30,2021-06-30,0.53,0.54,26.3288,0.0413,7.6314
2021-09-30,2021-09-30,0.75,0.77,27.1953,0.0601,7.6522
2021-12-31,2021-12-31,2.31,2.78,28.4616,0.1825,7.7397
2022-03-31,2022-03-31,0.15,0.15,24.2559,0.0061,7.7853
2022-06-30,2022-06-30,-1.14,-1.15,25.7869,-0.0861,7.7962
2022-09-30,2022-09-30,0.08,0.09,26.8177,0.0058,7.99
2022-12-31,2022-12-31,2.65,2.77,28.9374,0.2174,8.1247
2023-03-31,2023-03-31,0.18,0.18,20.1996,0.0116,8.1876
2023-06-30,2023-06-30,0.08,0.08,25.3759,0.0124,8.1605
2023-09-30,2023-09-30,1.46,1.47,26.2694,0.1222,8.2714
2023-12-31,2023-12-31,2.78,2.81,27.9814,0.2251,8.3342
2024-03-31,2024-03-31,0.33,0.33,25.1234,0.0292,8.3427
2024-06-30,2024-06-30,-0.27,-0.26,26.8358,-0.0016,8.2568
2024-09-30,2024-09-30,-0.16,-0.16,26.831,0.0123,8.2867
2024-12-31,2024-12-31,0.21,0.21,28.3228,0.0488,8.3217
2025-03-31,2025-03-31,0.22,0.22,20.3666,0.0231,8.3712
2025-06-30,2025-06-30,-0.39,-0.39,22.3267,-0.0155,8.3849
2025-09-30,2025-09-30,-0.29,-0.29,22.6813,0.0017,8.4048
