stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.95,2.99,31.3479,0.1204,4.0834
2021-06-30,2021-06-30,6.75,6.66,30.2999,0.2666,3.9798
2021-09-30,2021-09-30,10.14,10.35,27.9746,0.4153,4.3544
2021-12-31,2021-12-31,12.17,12.65,23.1256,0.512,4.4436
2022-03-31,2022-03-31,2.55,2.58,20.0887,0.1079,4.5292
2022-06-30,2022-06-30,5.46,5.31,22.9108,0.2245,4.3789
2022-09-30,2022-09-30,8.66,8.74,23.3777,0.368,4.5199
2022-12-31,2022-12-31,10.3,10.58,22.6885,0.4481,4.5663
2023-03-31,2023-03-31,2.84,2.68,23.05,0.1145,4.3982
2023-06-30,2023-06-30,6.76,6.74,28.1743,0.2905,4.5656
2023-09-30,2023-09-30,9.94,10.21,26.778,0.4449,4.7203
2023-12-31,2023-12-31,12.32,12.9,29.4328,0.5648,4.8145
2024-03-31,2024-03-31,4.17,4.26,28.7424,0.2018,5.0016
2024-06-30,2024-06-30,9.06,9.08,28.5152,0.431,4.9173
2024-09-30,2024-09-30,13.82,14.41,24.2047,0.6909,5.1735
2024-12-31,2024-12-31,16.74,17.9,27.8282,0.8752,5.3343
2025-03-31,2025-03-31,5.07,5.2,26.505,0.2776,5.6148
2025-06-30,2025-06-30,11.76,11.72,27.9277,0.6328,5.5719
2025-09-30,2025-09-30,17.05,17.87,26.3517,0.9733,5.9081
2025-12-31,2025-12-31,19.92,21.56,29.4386,1.177,6.043
