stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.97,1.98,27.6926,0.1223,6.2618
2021-06-30,2021-06-30,5.89,5.84,27.0062,0.3624,6.1541
2021-09-30,2021-09-30,7.69,7.51,26.3247,0.4853,6.2862
2021-12-31,2021-12-31,7.78,7.9,24.7036,0.5103,6.4469
2022-03-31,2022-03-31,1.81,1.78,23.6259,0.1205,6.4901
2022-06-30,2022-06-30,3.98,3.96,25.9656,0.2562,6.3256
2022-09-30,2022-09-30,7.56,7.44,27.746,0.5093,6.6538
2022-12-31,2022-12-31,9.97,10.32,28.1653,0.6854,6.8339
2023-03-31,2023-03-31,2.75,2.79,29.925,0.193,7.0308
2023-06-30,2023-06-30,8.71,8.92,30.4336,0.618,7.1508
2023-09-30,2023-09-30,14.03,14.47,32.9023,1.0615,7.6009
2023-12-31,2023-12-31,17.3,18.51,33.2627,1.3603,7.8986
2024-03-31,2024-03-31,3.27,3.26,30.6353,0.2582,8.0233
2024-06-30,2024-06-30,10.35,10.47,34.0021,0.8178,7.998
2024-09-30,2024-09-30,15.52,15.31,35.5711,1.2918,8.4173
2024-12-31,2024-12-31,18.7,19.62,34.0737,1.611,8.6982
2025-03-31,2025-03-31,3.89,3.96,28.4541,0.3405,9.0774
2025-06-30,2025-06-30,10.11,10.14,28.3751,0.861,8.7952
2025-09-30,2025-09-30,12.3,12.47,27.7655,1.0723,9.014
