stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.92,2.94,24.7416,0.273,9.0306
2021-06-30,2021-06-30,6.18,6.04,25.698,0.5605,8.81
2021-09-30,2021-09-30,8.29,8.35,24.129,0.7731,9.0312
2021-12-31,2021-12-31,9.79,9.94,21.4545,0.9264,9.1027
2022-03-31,2022-03-31,2.33,2.36,21.009,0.2243,9.3387
2022-06-30,2022-06-30,5.86,5.76,25.2366,0.5476,9.1892
2022-09-30,2022-09-30,8.43,8.53,24.6696,0.8148,9.3975
2022-12-31,2022-12-31,8.73,8.9,19.8752,0.8645,9.4296
2023-03-31,2023-03-31,2.77,2.81,24.8608,0.2766,9.7174
2023-06-30,2023-06-30,5.77,5.74,25.0796,0.556,9.4662
2023-09-30,2023-09-30,8.2,8.4,24.334,0.8109,9.6821
2023-12-31,2023-12-31,8.66,9.09,20.3035,0.861,9.6783
2024-03-31,2024-03-31,2.0,2.11,20.8963,0.1937,9.5152
2024-06-30,2024-06-30,3.95,3.97,20.5837,0.3705,9.298
2024-09-30,2024-09-30,5.55,5.77,19.4153,0.5213,9.3475
2024-12-31,2024-12-31,5.84,6.1,14.9518,0.5463,9.0374
2025-03-31,2025-03-31,1.56,1.62,15.9572,0.1413,8.9681
2025-06-30,2025-06-30,2.51,2.55,13.647,0.2326,8.9154
2025-09-30,2025-09-30,3.74,3.82,13.0773,0.3447,9.0442
