stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.91,4.0,30.6199,0.3495,8.9289
2021-06-30,2021-06-30,6.69,6.91,27.011,0.6109,9.1275
2021-09-30,2021-09-30,9.37,9.82,24.6109,0.8818,9.4076
2021-12-31,2021-12-31,11.34,12.85,23.0503,1.1596,10.2301
2022-03-31,2022-03-31,3.4,3.45,22.3194,0.3588,10.5587
2022-06-30,2022-06-30,6.62,6.89,21.746,0.7353,11.1105
2022-09-30,2022-09-30,8.62,9.24,20.973,1.019,11.8173
2022-12-31,2022-12-31,10.5,11.49,20.2863,1.2327,11.7347
2023-03-31,2023-03-31,3.21,3.25,21.9367,0.3851,11.9896
2023-06-30,2023-06-30,7.28,7.65,22.0615,0.9331,12.8102
2023-09-30,2023-09-30,8.66,11.43,24.0079,1.3352,15.4164
2023-12-31,2023-12-31,11.61,16.41,24.8532,1.8394,15.8422
2024-03-31,2024-03-31,4.11,4.19,31.0027,0.6818,16.5714
2024-06-30,2024-06-30,8.66,8.74,32.8141,1.0479,12.1053
2024-09-30,2024-09-30,13.48,13.83,35.0923,1.6764,12.4333
2024-12-31,2024-12-31,16.2,17.36,32.4776,2.1113,13.0317
2025-03-31,2025-03-31,2.61,2.64,22.5281,0.3489,13.3713
2025-06-30,2025-06-30,4.85,4.86,24.4123,0.6489,13.3725
2025-09-30,2025-09-30,7.33,7.36,23.8152,0.9801,13.3676
