stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,6.83,7.08,63.7446,0.4198,6.2733
2021-06-30,2021-06-30,14.86,15.93,61.583,1.0062,6.8321
2021-09-30,2021-09-30,16.35,17.7,61.4539,1.1155,6.9337
2021-12-31,2021-12-31,14.98,16.0,59.9388,0.9866,6.8013
2022-03-31,2022-03-31,4.58,4.68,62.6386,0.3115,7.0418
2022-06-30,2022-06-30,10.65,10.69,61.0631,0.7187,7.1032
2022-09-30,2022-09-30,12.94,15.04,61.2588,0.9699,7.8688
2022-12-31,2022-12-31,14.54,17.6,61.3481,1.1936,8.7049
2023-03-31,2023-03-31,3.77,3.86,65.9254,0.3288,9.0834
2023-06-30,2023-06-30,6.12,6.39,63.8326,0.5307,9.0543
2023-09-30,2023-09-30,8.37,8.84,64.046,0.7462,9.359
2023-12-31,2023-12-31,7.88,8.23,63.0309,0.6872,9.3042
2024-03-31,2024-03-31,2.94,2.98,65.6192,0.262,9.5766
2024-06-30,2024-06-30,4.39,4.47,62.99,0.3669,9.2739
2024-09-30,2024-09-30,5.08,5.01,61.57,0.4165,9.1998
2024-12-31,2024-12-31,1.62,1.59,59.4637,0.1049,8.9016
2025-03-31,2025-03-31,2.42,2.46,62.6909,0.2006,9.1243
2025-06-30,2025-06-30,4.37,4.43,62.9631,0.3719,9.252
2025-09-30,2025-09-30,6.12,6.25,62.9645,0.5296,9.4358
