stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.56,2.59,28.6616,0.211,8.4937
2021-06-30,2021-06-30,4.79,4.87,26.8148,0.4031,8.604
2021-09-30,2021-09-30,6.84,7.08,26.334,0.5894,8.8044
2021-12-31,2021-12-31,8.91,9.45,26.1641,0.77,9.0128
2022-03-31,2022-03-31,2.91,2.99,27.1576,0.2636,9.2939
2022-06-30,2022-06-30,5.2,5.39,26.3694,0.4892,9.6315
2022-09-30,2022-09-30,7.45,7.88,25.8968,0.7333,10.0574
2022-12-31,2022-12-31,9.95,10.69,26.0291,1.0053,10.2845
2023-03-31,2023-03-31,2.95,3.0,24.615,0.3046,10.5157
2023-06-30,2023-06-30,5.98,6.26,25.7045,0.6653,11.2694
2023-09-30,2023-09-30,10.2,10.83,28.3981,1.1757,11.6457
2023-12-31,2023-12-31,14.29,15.44,29.22,1.7134,12.0889
2024-03-31,2024-03-31,3.58,3.74,27.4984,0.44,12.4705
2024-06-30,2024-06-30,7.66,8.05,28.4296,0.9992,13.0987
2024-09-30,2024-09-30,12.99,13.92,29.9564,1.759,13.6429
2024-12-31,2024-12-31,17.63,19.44,29.0697,2.5182,14.5218
2025-03-31,2025-03-31,4.47,4.58,30.0159,0.6826,15.2591
2025-06-30,2025-06-30,11.24,11.65,30.978,1.765,15.975
2025-09-30,2025-09-30,16.61,17.92,31.5705,2.773,17.0215
