stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.29,0.31,11.5083,0.1786,31.1066
2021-06-30,2021-06-30,1.44,1.5,11.6175,0.6329,31.2061
2021-09-30,2021-09-30,2.96,3.06,11.7565,1.1522,31.8694
2021-12-31,2021-12-31,3.2,3.73,11.6173,1.3628,35.8087
2022-03-31,2022-03-31,0.84,0.85,10.741,0.3131,36.1961
2022-06-30,2022-06-30,3.72,3.75,11.926,1.3511,36.4943
2022-09-30,2022-09-30,9.08,9.43,14.2251,3.4311,38.6667
2022-12-31,2022-12-31,14.97,16.14,15.3228,6.0846,41.6983
2023-03-31,2023-03-31,3.57,3.65,15.9955,1.5011,43.3111
2023-06-30,2023-06-30,9.15,9.36,16.5399,3.9296,44.7938
2023-09-30,2023-09-30,16.45,17.74,18.0102,7.6693,48.4576
2023-12-31,2023-12-31,21.64,24.4,18.4965,10.7669,51.6849
2024-03-31,2024-03-31,3.19,3.24,20.1688,1.6388,53.2255
2024-06-30,2024-06-30,9.55,9.67,18.2556,4.8511,53.1444
2024-09-30,2024-09-30,16.23,17.15,18.8947,9.0221,58.0224
2024-12-31,2024-12-31,21.73,26.05,17.54,14.295,68.295
2025-03-31,2025-03-31,3.92,4.37,18.1449,3.1073,80.9991
2025-06-30,2025-06-30,6.68,7.43,16.3945,2.919,44.5432
2025-09-30,2025-09-30,9.5,10.83,16.2993,2.6578,28.3419
