stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,6.22,6.99,63.4079,1.2854,20.7039
2021-06-30,2021-06-30,11.99,13.34,60.8354,2.6435,22.1618
2021-09-30,2021-09-30,15.28,16.85,59.2292,3.4576,22.6556
2021-12-31,2021-12-31,15.68,17.31,57.7339,3.5701,22.8097
2022-03-31,2022-03-31,3.55,3.55,58.2789,0.8017,22.7768
2022-06-30,2022-06-30,6.21,6.4,53.8995,1.4629,23.8673
2022-09-30,2022-09-30,7.51,7.81,54.6931,1.8041,24.3623
2022-12-31,2022-12-31,7.97,8.35,52.1698,1.9556,24.6999
2023-03-31,2023-03-31,0.41,0.41,44.7687,0.0999,24.7034
2023-06-30,2023-06-30,0.52,0.52,45.6725,0.1254,24.319
2023-09-30,2023-09-30,0.71,0.7,48.0454,0.1695,24.3837
2023-12-31,2023-12-31,0.94,0.93,49.5871,0.2263,24.1693
2024-03-31,2024-03-31,0.13,0.13,48.7712,0.0294,24.2647
2024-06-30,2024-06-30,0.18,0.18,46.7865,0.0485,24.4938
2024-09-30,2024-09-30,-1.26,-1.26,44.764,-0.2986,23.9797
2024-12-31,2024-12-31,-9.88,-9.5,40.9592,-2.1935,22.2971
2025-03-31,2025-03-31,-0.58,-0.58,43.1385,-0.133,22.2094
2025-06-30,2025-06-30,0.06,0.06,44.1835,0.0099,22.4427
2025-09-30,2025-09-30,-0.23,-0.23,42.4064,-0.0627,22.4036
