stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.25,4.43,36.874,0.615,14.4973
2021-06-30,2021-06-30,7.28,7.7,36.7629,0.9129,12.5411
2021-09-30,2021-09-30,9.53,10.23,36.7811,1.2152,12.7468
2021-12-31,2021-12-31,13.24,14.05,36.0511,1.7376,13.1122
2022-03-31,2022-03-31,4.07,4.16,35.5281,0.5602,13.7518
2022-06-30,2022-06-30,11.02,11.38,36.0213,1.5813,14.3376
2022-09-30,2022-09-30,16.46,17.72,36.8032,2.5154,15.2469
2022-12-31,2022-12-31,18.92,20.62,36.7861,3.0071,15.8508
2023-03-31,2023-03-31,4.38,4.53,39.22,0.7366,16.7933
2023-06-30,2023-06-30,10.66,10.78,39.8961,1.8048,16.9126
2023-09-30,2023-09-30,15.66,16.19,40.7024,2.7449,17.5124
2023-12-31,2023-12-31,17.43,18.99,40.4417,3.2674,18.7
2024-03-31,2024-03-31,3.49,3.51,37.2719,0.6678,19.1074
2024-06-30,2024-06-30,7.75,7.62,38.5136,1.4701,18.9204
2024-09-30,2024-09-30,11.84,11.73,39.8634,2.2671,19.0881
2024-12-31,2024-12-31,16.12,16.78,40.7114,3.3129,20.4591
2025-03-31,2025-03-31,5.89,6.08,41.3827,1.2865,21.7379
2025-06-30,2025-06-30,14.29,13.93,43.632,3.0152,21.0322
2025-09-30,2025-09-30,17.02,19.26,45.7887,4.1158,24.0998
