stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,5.7,5.88,38.8469,0.3982,6.8384
2021-06-30,2021-06-30,11.24,13.7,37.7937,0.6365,5.5585
2021-09-30,2021-09-30,17.46,20.27,36.9404,0.9914,5.5728
2021-12-31,2021-12-31,22.5,27.35,35.2498,1.3969,6.197
2022-03-31,2022-03-31,4.35,4.41,34.0518,0.2732,6.4435
2022-06-30,2022-06-30,11.62,11.74,35.8588,0.7566,6.7118
2022-09-30,2022-09-30,16.81,17.97,35.4608,1.174,7.2938
2022-12-31,2022-12-31,21.8,24.31,34.4685,1.6261,7.5625
2023-03-31,2023-03-31,3.58,3.69,35.7961,0.2828,8.0019
2023-06-30,2023-06-30,9.86,9.95,35.6054,0.7854,8.0745
2023-09-30,2023-09-30,14.77,15.64,35.1181,1.2552,8.5999
2023-12-31,2023-12-31,19.37,21.66,32.8996,1.7841,9.3402
2024-03-31,2024-03-31,3.2,3.26,33.9321,0.3076,9.6606
2024-06-30,2024-06-30,8.32,8.35,31.1303,0.802,9.7105
2024-09-30,2024-09-30,12.67,13.09,30.4023,1.2751,10.0459
2024-12-31,2024-12-31,15.31,16.52,28.0798,1.6143,10.559
2025-03-31,2025-03-31,4.47,4.6,30.3601,0.4985,11.1408
2025-06-30,2025-06-30,9.82,10.06,29.5935,1.1148,11.39
2025-09-30,2025-09-30,12.37,14.23,28.6578,1.5955,13.3402
