stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.06,1.06,15.8072,0.2739,37.4161
2021-06-30,2021-06-30,8.49,8.24,16.19,2.1201,38.6658
2021-09-30,2021-09-30,11.25,11.37,16.1999,2.9901,40.2557
2021-12-31,2021-12-31,21.24,22.73,17.4749,6.0882,42.974
2022-03-31,2022-03-31,0.85,0.85,15.8984,0.2487,42.2333
2022-06-30,2022-06-30,4.88,4.97,19.2856,1.436,42.6967
2022-09-30,2022-09-30,5.46,5.55,18.1429,1.6232,42.0718
2022-12-31,2022-12-31,2.34,2.34,17.6301,0.7029,39.6613
2023-03-31,2023-03-31,1.09,1.1,17.8993,0.3097,39.8775
2023-06-30,2023-06-30,3.73,3.78,16.6629,1.0703,39.6792
2023-09-30,2023-09-30,4.04,4.11,15.2359,1.1744,39.6934
2023-12-31,2023-12-31,1.23,1.23,16.7796,0.2481,38.3058
2024-03-31,2024-03-31,0.38,0.38,21.5814,0.1234,38.3123
2024-06-30,2024-06-30,2.15,2.17,18.7136,0.6031,37.7521
2024-09-30,2024-09-30,2.36,2.39,17.0112,0.674,37.2943
2024-12-31,2024-12-31,1.24,1.24,17.2055,0.3192,36.6518
2025-03-31,2025-03-31,0.5,0.5,25.0243,0.1401,35.7969
2025-06-30,2025-06-30,1.45,1.46,22.8036,0.3947,35.7765
2025-09-30,2025-09-30,1.57,1.59,21.7917,0.452,34.8466
