stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.49,2.52,36.2578,0.0866,3.4035
2021-06-30,2021-06-30,5.18,5.04,37.02,0.1674,3.2852
2021-09-30,2021-09-30,9.19,9.3,39.1308,0.3016,3.4226
2021-12-31,2021-12-31,11.26,11.13,37.5695,0.3633,3.3423
2022-03-31,2022-03-31,2.08,2.1,41.7654,0.0717,3.4152
2022-06-30,2022-06-30,4.86,4.72,39.8933,0.1599,3.3097
2022-09-30,2022-09-30,7.37,7.4,37.0972,0.2501,3.4011
2022-12-31,2022-12-31,8.81,9.01,36.4939,0.3055,3.4657
2023-03-31,2023-03-31,2.62,2.66,45.6368,0.0932,3.5647
2023-06-30,2023-06-30,5.4,5.28,44.8549,0.184,3.4546
2023-09-30,2023-09-30,8.21,8.28,46.5154,0.2889,3.5637
2023-12-31,2023-12-31,9.64,9.88,43.4789,0.3438,3.6182
2024-03-31,2024-03-31,2.64,2.67,49.39,0.0975,3.7188
2024-06-30,2024-06-30,5.54,5.43,47.7856,0.2,3.6221
2024-09-30,2024-09-30,7.75,7.81,47.9144,0.2869,3.7113
2024-12-31,2024-12-31,9.53,9.76,44.3722,0.3588,3.7696
2025-03-31,2025-03-31,1.8,1.82,41.7964,0.0699,3.8398
2025-06-30,2025-06-30,4.32,4.21,42.6912,0.162,3.7319
2025-09-30,2025-09-30,6.62,6.63,44.111,0.2547,3.8189
