stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.38,3.44,,0.4247,13.9936
2021-06-30,2021-06-30,6.91,7.09,,0.8443,14.3784
2021-09-30,2021-09-30,9.52,9.99,,1.1865,14.8126
2021-12-31,2021-12-31,11.57,12.33,,1.5617,15.1883
2022-03-31,2022-03-31,3.98,4.05,,0.5579,15.675
2022-06-30,2022-06-30,8.16,8.31,,1.1117,15.8977
2022-09-30,2022-09-30,11.2,11.71,,1.564,16.3898
2022-12-31,2022-12-31,13.32,14.09,,1.9694,16.622
2023-03-31,2023-03-31,4.6,4.72,,0.7147,17.3562
2023-06-30,2023-06-30,9.1,9.33,,1.404,17.7574
2023-09-30,2023-09-30,12.48,13.12,,1.9715,18.2768
2023-12-31,2023-12-31,14.52,15.57,,2.4254,18.7669
2024-03-31,2024-03-31,4.86,4.99,,0.8656,19.686
2024-06-30,2024-06-30,9.52,9.74,,1.6857,21.7394
2024-09-30,2024-09-30,10.45,13.51,,2.3388,22.3748
2024-12-31,2024-12-31,14.94,16.0,,2.8074,22.49
2025-03-31,2025-03-31,4.95,5.15,,0.9539,23.1169
2025-06-30,2025-06-30,8.53,9.5,,1.6105,22.169
2025-09-30,2025-09-30,11.55,12.68,,2.1913,22.479
