stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,5.47,5.63,28.1656,0.2015,3.6817
2021-06-30,2021-06-30,-2.07,-3.24,-6.9031,-0.0832,4.0162
2021-09-30,2021-09-30,-3.42,-5.34,-4.8316,-0.1358,3.9636
2021-12-31,2021-12-31,3.72,4.3,10.0283,0.1582,4.2576
2022-03-31,2022-03-31,3.59,3.65,19.2085,0.1585,4.416
2022-06-30,2022-06-30,0.29,0.27,3.5606,0.0116,4.0491
2022-09-30,2022-09-30,5.71,5.58,14.2784,0.24,4.3026
2022-12-31,2022-12-31,7.15,7.05,15.3737,0.2708,4.3804
2023-03-31,2023-03-31,7.28,7.58,15.2086,0.2992,4.7075
2023-06-30,2023-06-30,-0.79,-0.84,8.8201,-0.3775,4.29
2023-09-30,2023-09-30,-8.06,-8.84,8.0786,-0.8907,4.1414
2023-12-31,2023-12-31,-12.85,-11.39,9.0721,-0.9439,4.498
2024-03-31,2024-03-31,0.72,0.73,9.5482,0.4007,5.7914
2024-06-30,2024-06-30,0.1,0.12,10.3134,0.8114,6.6907
2024-09-30,2024-09-30,9.21,9.99,10.2362,1.9204,6.6412
2024-12-31,2024-12-31,26.73,30.94,10.5627,3.3516,8.1191
2025-03-31,2025-03-31,16.23,17.74,10.7609,2.1555,10.2696
2025-06-30,2025-06-30,29.07,34.99,11.1645,4.8353,12.87
2025-09-30,2025-09-30,41.87,54.26,11.4424,8.479,16.5224
