stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,5.12,5.25,69.1747,0.2092,3.991
2021-06-30,2021-06-30,10.96,10.64,46.0174,0.4289,3.8111
2021-09-30,2021-09-30,11.98,12.04,44.0605,0.4064,3.7885
2021-12-31,2021-12-31,12.07,12.29,42.6027,0.3933,3.775
2022-03-31,2022-03-31,5.85,6.02,69.7554,0.2463,4.0176
2022-06-30,2022-06-30,12.7,12.49,40.9769,0.5219,3.9011
2022-09-30,2022-09-30,16.74,17.33,43.3924,0.7213,4.1032
2022-12-31,2022-12-31,13.57,13.95,39.3149,0.5323,3.9101
2023-03-31,2023-03-31,6.94,7.18,68.4379,0.2996,4.208
2023-06-30,2023-06-30,12.98,12.73,37.6809,0.5355,4.0247
2023-09-30,2023-09-30,16.72,17.25,39.1284,0.7215,4.2126
2023-12-31,2023-12-31,14.18,14.6,35.0684,0.61,4.1067
2024-03-31,2024-03-31,6.89,7.13,67.7851,0.3111,4.4141
2024-06-30,2024-06-30,12.77,12.51,37.3992,0.5511,4.2153
2024-09-30,2024-09-30,16.71,17.21,37.9733,0.7547,4.4194
2024-12-31,2024-12-31,13.94,14.33,34.3906,0.6112,4.2715
2025-03-31,2025-03-31,6.45,6.67,64.9759,0.3018,4.5841
2025-06-30,2025-06-30,12.57,12.09,38.6605,0.5516,4.2874
2025-09-30,2025-09-30,16.55,16.84,40.2881,0.76,4.4938
