stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.56,1.58,9.9231,0.0807,5.0669
2021-06-30,2021-06-30,2.99,3.06,9.2433,0.1564,5.1597
2021-09-30,2021-09-30,5.18,5.29,8.5622,0.2717,5.2288
2021-12-31,2021-12-31,9.35,9.78,8.7962,0.5154,5.473
2022-03-31,2022-03-31,2.15,2.18,10.2593,0.119,5.593
2022-06-30,2022-06-30,3.33,3.4,8.4124,0.1861,5.6867
2022-09-30,2022-09-30,4.64,4.73,8.0173,0.2662,5.7173
2022-12-31,2022-12-31,8.74,9.03,8.8571,0.5173,5.8863
2023-03-31,2023-03-31,2.07,2.09,10.2354,0.1257,6.0219
2023-06-30,2023-06-30,4.83,4.96,10.6075,0.3013,6.2419
2023-09-30,2023-09-30,6.34,6.58,9.8147,0.4061,6.3708
2023-12-31,2023-12-31,8.48,8.96,9.2167,0.5688,6.6591
2024-03-31,2024-03-31,2.11,2.13,9.9712,0.1446,6.8035
2024-06-30,2024-06-30,5.27,5.29,10.2136,0.3638,6.8515
2024-09-30,2024-09-30,6.99,7.14,9.5114,0.4949,6.9885
2024-12-31,2024-12-31,9.35,9.64,9.1344,0.6716,7.0958
2025-03-31,2025-03-31,1.54,1.56,7.3574,0.1105,7.2241
2025-06-30,2025-06-30,2.58,2.55,6.4022,0.1845,7.0962
2025-09-30,2025-09-30,3.53,3.53,6.3728,0.2555,7.174
