stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.2,2.35,43.5577,0.222,9.88
2021-06-30,2021-06-30,4.84,5.15,46.8103,0.4954,9.9138
2021-09-30,2021-09-30,6.98,7.56,46.1415,0.7295,10.1159
2021-12-31,2021-12-31,8.53,9.2,40.8864,0.8969,10.249
2022-03-31,2022-03-31,1.85,1.94,39.7432,0.1946,10.3959
2022-06-30,2022-06-30,4.04,4.23,37.2377,0.4185,10.2094
2022-09-30,2022-09-30,6.15,6.5,37.8016,0.6428,10.7355
2022-12-31,2022-12-31,8.03,8.52,34.4393,0.8501,10.9522
2023-03-31,2023-03-31,2.18,2.33,39.398,0.2337,11.1854
2023-06-30,2023-06-30,4.62,4.91,38.1028,0.4896,11.0174
2023-09-30,2023-09-30,6.98,7.52,38.9827,0.7591,11.2248
2023-12-31,2023-12-31,10.4,11.41,36.2922,1.1538,13.1334
2024-03-31,2024-03-31,1.83,2.01,35.236,0.2112,12.8676
2024-06-30,2024-06-30,3.96,4.28,36.2963,0.4441,12.5665
2024-09-30,2024-09-30,5.97,6.52,37.4195,0.6903,12.7212
2024-12-31,2024-12-31,7.47,7.94,33.4596,0.8704,13.0172
2025-03-31,2025-03-31,1.83,1.94,35.6644,0.22,13.2285
2025-06-30,2025-06-30,3.55,3.7,33.1527,0.4172,12.9557
2025-09-30,2025-09-30,5.56,5.87,33.4349,0.6485,13.1491
