stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.6,6.26,25.341,0.2356,5.1103
2021-06-30,2021-06-30,9.75,13.13,24.2172,0.3193,3.2728
2021-09-30,2021-09-30,12.75,15.69,22.4846,0.4974,3.8948
2021-12-31,2021-12-31,15.28,23.1,22.0659,0.6383,4.1722
2022-03-31,2022-03-31,2.56,3.13,18.8591,0.1961,7.6633
2022-06-30,2022-06-30,7.12,7.88,20.2487,0.5547,7.7861
2022-09-30,2022-09-30,10.2,11.2,18.2249,0.8224,8.0528
2022-12-31,2022-12-31,10.36,11.35,15.8301,0.8408,8.1004
2023-03-31,2023-03-31,2.56,2.59,14.8385,0.2134,8.318
2023-06-30,2023-06-30,4.8,4.78,15.3485,0.398,8.2569
2023-09-30,2023-09-30,6.98,7.09,16.2321,0.3702,5.2758
2023-12-31,2023-12-31,8.03,8.11,15.6488,0.4215,5.233
2024-03-31,2024-03-31,1.43,1.42,9.7579,0.076,5.3156
2024-06-30,2024-06-30,1.77,1.69,8.3417,0.0898,5.0491
2024-09-30,2024-09-30,2.92,2.82,9.6319,0.1491,5.0281
2024-12-31,2024-12-31,4.15,4.19,10.7588,0.2144,5.1871
2025-03-31,2025-03-31,2.24,2.26,15.3794,0.1184,5.3024
2025-06-30,2025-06-30,4.24,4.27,16.0585,0.2255,5.3156
2025-09-30,2025-09-30,7.14,7.19,19.0241,0.3831,5.3591
