stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.06,0.0563,30.5826,0.0012,1.9984
2021-06-30,2021-06-30,0.58,0.57,40.2517,0.0217,2.1268
2021-09-30,2021-09-30,4.58,4.69,34.2144,0.1164,2.3266
2021-12-31,2021-12-31,2.4,6.05,30.01,0.0393,1.782
2022-03-31,2022-03-31,0.39,0.39,38.2257,0.0075,1.7996
2022-06-30,2022-06-30,0.33,0.33,33.3976,0.0049,1.8017
2022-09-30,2022-09-30,8.13,8.45,24.869,0.1566,1.9496
2022-12-31,2022-12-31,8.28,8.71,25.0222,0.1728,2.0839
2023-03-31,2023-03-31,1.03,1.03,43.8076,0.0233,2.1114
2023-06-30,2023-06-30,2.55,2.52,38.0715,0.0547,2.1334
2023-09-30,2023-09-30,3.41,3.47,39.6872,0.076,2.1727
2023-12-31,2023-12-31,4.12,4.11,40.8731,0.0871,2.1688
2024-03-31,2024-03-31,0.93,0.94,39.4708,0.0217,2.1983
2024-06-30,2024-06-30,1.25,1.26,36.1424,0.0281,2.1814
2024-09-30,2024-09-30,0.91,0.92,33.0969,0.0187,2.1993
2024-12-31,2024-12-31,1.95,1.89,33.8442,0.0383,2.2475
2025-03-31,2025-03-31,0.42,0.42,36.7119,0.0125,2.2707
2025-06-30,2025-06-30,0.54,0.54,31.8151,0.0137,2.2525
2025-09-30,2025-09-30,0.27,0.27,28.1722,0.0085,2.2561
