stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.03,2.05,23.6586,0.0805,3.9562
2021-06-30,2021-06-30,7.68,7.09,26.7612,0.2865,3.7294
2021-09-30,2021-09-30,10.22,9.97,26.2752,0.3917,3.8395
2021-12-31,2021-12-31,12.9,13.06,27.1756,0.5069,3.9817
2022-03-31,2022-03-31,2.27,2.3,26.2934,0.0931,4.0857
2022-06-30,2022-06-30,6.4,6.23,26.9739,0.2576,4.0309
2022-09-30,2022-09-30,11.06,11.33,27.3048,0.4705,4.2751
2022-12-31,2022-12-31,14.34,15.09,29.7245,0.6332,4.4347
2023-03-31,2023-03-31,2.93,2.97,27.6279,0.1315,4.5726
2023-06-30,2023-06-30,10.06,9.8,28.9222,0.4552,4.5646
2023-09-30,2023-09-30,16.38,16.98,30.2716,0.7932,4.8987
2023-12-31,2023-12-31,19.3,20.65,30.6912,0.9655,5.0286
2024-03-31,2024-03-31,4.97,5.11,32.7523,0.2622,5.3138
2024-06-30,2024-06-30,12.62,12.83,34.7832,0.6498,5.2013
2024-09-30,2024-09-30,21.04,21.17,36.026,1.0975,5.2889
2024-12-31,2024-12-31,26.73,28.66,37.423,1.5164,5.7452
2025-03-31,2025-03-31,5.71,5.89,34.4313,0.3452,6.1119
2025-06-30,2025-06-30,15.45,13.66,34.9734,0.8381,5.4915
2025-09-30,2025-09-30,26.67,25.54,36.2473,1.4522,5.5223
