stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.3,4.4,15.4234,0.1339,3.144
2021-06-30,2021-06-30,10.93,10.64,16.9659,0.3286,3.0415
2021-09-30,2021-09-30,14.05,14.06,15.951,0.4347,3.1171
2021-12-31,2021-12-31,22.14,26.32,18.3061,0.7668,3.4278
2022-03-31,2022-03-31,9.79,10.35,25.3289,0.374,3.8217
2022-06-30,2022-06-30,21.46,21.37,26.1155,0.8311,3.8723
2022-09-30,2022-09-30,27.47,28.89,24.4357,1.1318,4.12
2022-12-31,2022-12-31,32.6,35.95,24.2066,1.4483,4.4425
2023-03-31,2023-03-31,6.19,5.77,19.0148,0.2632,4.249
2023-06-30,2023-06-30,9.62,9.46,17.5627,0.4657,4.8427
2023-09-30,2023-09-30,15.24,15.81,17.5587,0.734,4.8177
2023-12-31,2023-12-31,22.46,23.48,18.8068,1.0807,4.8117
2024-03-31,2024-03-31,5.06,5.18,18.4975,0.2554,5.0504
2024-06-30,2024-06-30,10.43,10.26,18.5886,0.5166,4.9519
2024-09-30,2024-09-30,13.56,13.92,17.9638,0.6994,5.1592
2024-12-31,2024-12-31,18.8,19.04,19.1355,0.9606,5.109
2025-03-31,2025-03-31,6.59,6.78,23.5602,0.3571,5.4163
2025-06-30,2025-06-30,11.8,11.81,22.2144,0.6197,5.251
2025-09-30,2025-09-30,18.77,19.73,20.2315,1.0788,5.7469
