stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.64,2.64,36.7871,0.1369,5.74
2021-06-30,2021-06-30,5.9,5.78,38.8422,0.3042,5.7116
2021-09-30,2021-09-30,8.87,8.92,38.2733,0.4779,5.8078
2021-12-31,2021-12-31,10.44,10.54,33.608,0.5726,5.7518
2022-03-31,2022-03-31,3.03,3.03,31.5294,0.1605,5.2658
2022-06-30,2022-06-30,6.21,6.21,30.9698,0.3253,5.2304
2022-09-30,2022-09-30,7.98,8.22,28.6739,0.4275,5.35
2022-12-31,2022-12-31,8.35,8.71,27.2006,0.466,5.5755
2023-03-31,2023-03-31,0.01,0.01,20.6906,0.0005,5.5991
2023-06-30,2023-06-30,0.22,0.22,20.6068,0.0123,5.6234
2023-09-30,2023-09-30,-0.23,-0.23,19.1161,-0.013,5.4779
2023-12-31,2023-12-31,0.35,0.35,20.9936,0.0196,5.6172
2024-03-31,2024-03-31,1.83,1.84,31.6249,0.1032,5.64
2024-06-30,2024-06-30,4.01,4.0,30.9862,0.2265,5.6644
2024-09-30,2024-09-30,6.34,6.61,30.1942,0.3742,5.9116
2024-12-31,2024-12-31,7.75,7.87,29.7467,0.4495,5.8055
2025-03-31,2025-03-31,2.88,2.92,29.2106,0.1734,6.0351
2025-06-30,2025-06-30,4.4,4.55,27.9866,0.2764,6.2893
2025-09-30,2025-09-30,5.86,6.11,27.4257,0.3698,6.3181
2025-12-31,2025-12-31,5.81,7.14,27.8705,0.3756,6.4602
