stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.03,2.05,20.6453,0.061,3.0365
2021-06-30,2021-06-30,3.89,3.96,19.949,0.1179,3.1735
2021-09-30,2021-09-30,5.13,5.25,18.5904,0.1571,3.2229
2021-12-31,2021-12-31,6.49,6.72,16.7568,0.2008,3.3057
2022-03-31,2022-03-31,2.28,2.3,16.0743,0.0735,3.4058
2022-06-30,2022-06-30,4.57,4.68,15.2338,0.15,3.5118
2022-09-30,2022-09-30,5.57,6.61,14.0796,0.2049,3.9887
2022-12-31,2022-12-31,7.01,8.18,14.2178,0.2595,4.0641
2023-03-31,2023-03-31,0.93,0.93,12.4598,0.046,4.0939
2023-06-30,2023-06-30,2.2,2.19,12.2032,0.108,4.1728
2023-09-30,2023-09-30,2.93,2.91,13.2911,0.1459,4.2117
2023-12-31,2023-12-31,4.98,4.93,11.9063,0.2263,4.226
2024-03-31,2024-03-31,2.38,2.37,13.0326,0.091,4.3187
2024-06-30,2024-06-30,3.6,3.63,13.2286,0.1556,4.3965
2024-09-30,2024-09-30,4.7,4.67,13.2764,0.207,4.4947
2024-12-31,2024-12-31,5.25,5.28,14.9931,0.2591,4.5842
2025-03-31,2025-03-31,2.52,2.58,12.7992,0.1171,4.913
2025-06-30,2025-06-30,3.97,4.01,12.1396,0.1645,4.8897
2025-09-30,2025-09-30,5.37,5.54,12.3571,0.2563,4.9421
