stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.16,1.18,89.2585,0.0691,5.7623
2021-06-30,2021-06-30,4.57,4.41,87.8267,0.2567,5.4526
2021-09-30,2021-09-30,7.67,7.47,86.6602,0.4318,5.6216
2021-12-31,2021-12-31,11.42,10.59,83.1323,0.6043,5.2743
2022-03-31,2022-03-31,1.97,1.95,84.9714,0.094,5.0351
2022-06-30,2022-06-30,7.14,6.95,84.7748,0.3358,5.05
2022-09-30,2022-09-30,10.98,11.27,82.6311,0.55,5.2652
2022-12-31,2022-12-31,15.32,16.57,82.1113,0.8495,5.709
2023-03-31,2023-03-31,1.86,1.88,86.1944,0.1045,5.8437
2023-06-30,2023-06-30,4.05,3.89,84.8355,0.1524,3.9776
2023-09-30,2023-09-30,4.26,4.16,84.3592,0.167,3.9906
2023-12-31,2023-12-31,1.97,1.89,81.7474,0.0716,3.8313
2024-03-31,2024-03-31,0.1,0.1,87.1067,0.0085,3.8215
2024-06-30,2024-06-30,3.26,3.23,85.9049,0.1225,3.8391
2024-09-30,2024-09-30,3.54,3.59,85.4116,0.1387,3.9444
2024-12-31,2024-12-31,4.2,4.22,83.4721,0.1638,3.6802
2025-03-31,2025-03-31,0.5,0.5,88.8257,0.0246,3.7124
2025-06-30,2025-06-30,4.05,3.94,86.9869,0.155,3.6247
2025-09-30,2025-09-30,5.23,5.22,86.5541,0.206,3.6908
