stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.72,0.73,58.2853,0.036,5.2115
2021-06-30,2021-06-30,1.56,1.56,58.4999,0.0773,5.1069
2021-09-30,2021-09-30,2.82,2.78,58.8782,0.1365,4.9766
2021-12-31,2021-12-31,2.58,2.5,61.6055,0.1176,4.8926
2022-03-31,2022-03-31,0.65,0.64,58.1881,0.0301,4.7762
2022-06-30,2022-06-30,-1.22,-1.17,58.5718,-0.0585,4.5687
2022-09-30,2022-09-30,-6.31,-5.95,59.0975,-0.279,4.3544
2022-12-31,2022-12-31,-6.94,-6.67,57.9769,-0.3127,4.4333
2023-03-31,2023-03-31,-0.59,-0.59,59.7708,-0.0265,4.4152
2023-06-30,2023-06-30,-0.72,-0.73,58.6679,-0.0331,4.459
2023-09-30,2023-09-30,-1.17,-1.17,60.4608,-0.0529,4.4019
2023-12-31,2023-12-31,-1.54,-1.55,59.8797,-0.0699,4.4575
2024-03-31,2024-03-31,-0.35,-0.34,61.4016,-0.0159,4.4254
2024-06-30,2024-06-30,-1.11,-1.08,62.37,-0.0489,4.3051
2024-09-30,2024-09-30,-1.89,-1.86,63.8829,-0.0827,4.2664
2024-12-31,2024-12-31,-3.62,-3.54,65.123,-0.1582,4.3053
2025-03-31,2025-03-31,-0.91,-0.91,71.0569,-0.0395,4.2768
2025-06-30,2025-06-30,-0.95,-0.94,65.915,-0.0411,4.2125
2025-09-30,2025-09-30,-0.42,-0.41,66.7585,-0.0187,4.1821
