pe_ttm
10.752022
10.692289
10.990956
10.916289
10.931222
11.125356
11.095489
11.110423
11.065623
11.200023
11.170156
11.155223
11.22989
11.18509
11.050689
11.035756
11.125356
11.095489
10.796822
10.781889
10.796822
10.856556
10.752022
10.752022
10.871489
10.841622
10.901356
10.856556
10.781889
10.901356
10.931222
11.125356
11.125356
11.035756
11.020823
10.752022
10.737089
10.946156
10.856556
10.513088
10.662422
10.707222
11.020823
11.020823
11.050689
11.244823
11.22989
11.110423
10.617622
10.483221
10.662422
10.542955
10.498155
10.363755
10.498155
10.916289
10.916289
10.737089
10.602688
10.498155
10.542955
10.498155
10.015395
9.634231
9.581657
9.699949
9.92339
9.96282
9.870816
9.989108
9.726236
9.699949
9.634231
9.515939
9.529083
9.542226
9.55537
9.594801
9.713093
9.621088
9.791954
9.752523
9.647375
9.634231
9.699949
9.831385
9.92339
9.870816
9.778811
9.92339
10.173117
10.199405
10.159974
10.094256
10.199405
10.054825
9.92339
9.897103
9.699949
9.686806
9.502796
9.515939
9.542226
9.397647
9.37136
9.358217
9.279355
9.568514
9.594801
9.581657
9.647375
9.752523
9.831385
9.831385
9.844528
9.844528
9.949677
10.173117
9.92339
10.186261
10.159974
8.903519
9.032868
8.763391
8.806507
8.763391
8.795728
8.914298
8.89274
8.914298
8.828065
8.784949
8.698716
8.53703
8.483135
8.429239
8.515472
8.472356
8.321449
8.245995
8.31067
8.407681
8.53703
8.386123
8.526251
8.504693
8.612484
8.547809
8.504693
8.407681
8.396902
8.429239
8.429239
8.461577
8.504693
8.353786
8.41846
8.483135
8.429239
8.450798
8.547809
8.601705
8.612484
8.720275
8.278332
7.965739
8.041193
7.998076
8.019635
7.998076
7.965739
7.95496
7.965739
7.998076
7.911844
7.976518
8.041193
8.07353
8.127425
8.019635
7.998076
7.922623
7.965739
7.760937
7.620809
7.620809
7.61003
7.383669
7.383669
7.502239
7.469901
7.459122
7.502239
7.480681
7.480681
7.513018
7.513018
7.59925
7.523797
7.642367
7.804053
7.976518
8.008855
7.965739
8.062751
8.202879
8.170542
10.172171
10.038327
10.153051
10.172171
10.191292
10.153051
10.13393
10.153051
10.210413
10.248654
10.191292
10.229533
10.344257
10.382498
10.344257
10.210413
10.325136
10.248654
10.172171
10.248654
10.229533
10.153051
10.153051
10.191292
10.210413
10.248654
10.229533
10.248654
10.229533
10.286895
10.210413
10.306016
10.267775
10.13393
10.11481
10.11481
10.153051
10.191292
10.153051
10.13393
10.13393
10.210413
10.248654
10.42074
10.669308
10.74579
10.784031
9.980965
9.904483
9.80888
9.866242
9.751518
9.732397
9.770638
9.828
9.885362
10.000086
10.306016
10.248654
10.038327
9.980965
9.942724
10.019206
9.923603
9.942724
10.000086
10.038327
10.019206
10.019206
