stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,5.97,6.16,32.4445,0.1759,2.8159
2021-06-30,2021-06-30,11.27,11.27,30.9189,0.3586,2.9758
2021-09-30,2021-09-30,17.07,17.64,27.6856,0.5861,3.2094
2021-12-31,2021-12-31,20.66,21.85,27.8175,0.7318,3.3452
2022-03-31,2022-03-31,5.17,5.31,22.1597,0.1716,3.5154
2022-06-30,2022-06-30,10.08,10.34,21.2126,0.3394,3.6173
2022-09-30,2022-09-30,12.33,12.94,18.167,0.4089,3.6956
2022-12-31,2022-12-31,15.27,16.38,18.7798,0.5152,3.8233
2023-03-31,2023-03-31,2.7,2.74,17.6138,0.0958,3.9364
2023-06-30,2023-06-30,2.49,2.54,12.7118,0.0723,3.9352
2023-09-30,2023-09-30,2.7,2.75,11.6186,0.079,3.9576
2023-12-31,2023-12-31,1.93,1.97,9.4066,0.0362,3.9105
2024-03-31,2024-03-31,-2.49,-2.44,-2.9217,-0.099,3.7919
2024-06-30,2024-06-30,-4.8,-4.68,-1.0571,-0.1881,3.7068
2024-09-30,2024-09-30,-4.58,-4.48,2.2503,-0.1828,3.724
2024-12-31,2024-12-31,-7.91,-7.96,3.4276,-0.3,3.6583
2025-03-31,2025-03-31,-2.56,-2.52,-1.9169,-0.091,3.5561
2025-06-30,2025-06-30,-4.91,-4.79,-0.5159,-0.1696,3.5007
2025-09-30,2025-09-30,-5.39,-5.25,2.6144,-0.1832,3.4934
