stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.09,1.0996,5.6943,0.0683,7.8909
2021-06-30,2021-06-30,3.64,3.62,7.0704,0.2464,7.8547
2021-09-30,2021-09-30,4.0,,6.0525,0.2696,7.9849
2021-12-31,2021-12-31,0.87,1.1298,3.7552,-0.0202,7.3741
2022-03-31,2022-03-31,1.11,1.1182,7.7229,0.0621,7.4289
2022-06-30,2022-06-30,3.04,3.04,7.0115,0.1697,7.4569
2022-09-30,2022-09-30,5.06,5.141,7.2429,0.3044,7.579
2022-12-31,2022-12-31,5.59,5.5705,7.22,0.3304,7.4931
2023-03-31,2023-03-31,1.64,1.6526,9.7843,0.1165,7.6089
2023-06-30,2023-06-30,4.52,4.518,10.9952,0.3281,7.6458
2023-09-30,2023-09-30,6.06,6.1673,10.8906,0.4792,7.9669
2023-12-31,2023-12-31,6.47,6.6236,10.4851,0.5319,8.0281
2024-03-31,2024-03-31,1.72,1.7448,10.415,0.1316,8.215
2024-06-30,2024-06-30,4.41,4.4187,10.0434,0.3423,8.2297
2024-09-30,2024-09-30,5.96,6.0944,10.0694,0.4899,8.3802
2024-12-31,2024-12-31,6.56,6.647,10.178,0.5574,8.3424
2025-03-31,2025-03-31,1.69,1.6991,10.2876,0.136,8.4633
2025-06-30,2025-06-30,6.03,6.0206,8.1436,0.4789,8.5792
2025-09-30,2025-09-30,7.85,7.9559,8.3147,0.6466,8.7206
