stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.02,1.0,26.6126,0.0953,18.4356
2021-06-30,2021-06-30,5.05,5.17,26.3537,0.6446,18.6169
2021-09-30,2021-09-30,6.86,7.1,27.6511,0.9492,19.1567
2021-12-31,2021-12-31,9.83,10.3,28.9799,1.4173,20.4931
2022-03-31,2022-03-31,2.53,2.6,40.7617,0.4577,21.1585
2022-06-30,2022-06-30,5.13,5.41,39.9261,0.9854,23.1856
2022-09-30,2022-09-30,7.07,7.8,39.4354,1.4675,25.06
2022-12-31,2022-12-31,9.1,10.0,37.749,1.8519,25.4914
2023-03-31,2023-03-31,1.19,1.2,22.1389,0.2322,25.7375
2023-06-30,2023-06-30,2.1,2.2,21.9054,0.4639,27.3179
2023-09-30,2023-09-30,2.57,2.7,22.5118,0.6043,27.6366
2023-12-31,2023-12-31,3.39,3.5,21.3953,0.8049,27.4924
2024-03-31,2024-03-31,0.36,0.4,13.751,0.0566,27.5161
2024-06-30,2024-06-30,1.14,1.2,13.4585,0.2064,27.7412
2024-09-30,2024-09-30,1.87,1.9,17.2048,0.4055,27.6354
2024-12-31,2024-12-31,2.5,2.5,18.1123,0.6736,28.7241
2025-03-31,2025-03-31,0.91,0.9,22.721,0.2908,28.9698
2025-06-30,2025-06-30,1.53,1.5,21.4903,0.4217,29.3661
2025-09-30,2025-09-30,2.53,2.6,22.7053,0.7213,29.3931
