stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,7.96,8.29,77.6405,11.7593,145.2715
2021-06-30,2021-06-30,15.24,14.2,77.2091,20.8619,133.3899
2021-09-30,2021-09-30,21.37,21.68,76.9823,31.5038,143.9383
2021-12-31,2021-12-31,27.68,29.9,77.128,44.3565,156.7886
2022-03-31,2022-03-31,8.34,8.7,78.9383,14.2908,171.0784
2022-06-30,2022-06-30,15.51,14.57,76.9883,24.7615,157.9818
2022-09-30,2022-09-30,21.48,21.91,76.2241,36.8684,169.9148
2022-12-31,2022-12-31,31.75,30.26,76.9627,52.0421,163.1628
2023-03-31,2023-03-31,9.53,10.0,78.5064,17.1348,180.277
2023-06-30,2023-06-30,17.91,16.7,76.5619,29.7182,166.5721
2023-09-30,2023-09-30,24.28,24.82,76.1853,43.6453,179.1269
2023-12-31,2023-12-31,34.65,34.19,76.9107,61.7112,178.0424
2024-03-31,2024-03-31,10.04,10.57,76.8871,19.8077,197.8484
2024-06-30,2024-06-30,19.08,17.63,75.291,34.3711,181.5357
2024-09-30,2024-09-30,25.59,26.09,75.0448,50.1764,197.1729
2024-12-31,2024-12-31,36.99,36.02,76.1756,71.1152,192.6538
2025-03-31,2025-03-31,10.39,10.92,77.8142,22.1101,213.4937
2025-06-30,2025-06-30,19.03,17.89,75.7019,37.4039,198.3251
2025-09-30,2025-09-30,25.14,24.64,75.2209,53.422,212.1787
