stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.14,2.74,10.7242,0.1466,6.909
2021-06-30,2021-06-30,4.88,5.56,9.2902,0.318,6.9655
2021-09-30,2021-09-30,5.68,6.71,9.5509,0.4116,7.3063
2021-12-31,2021-12-31,7.79,9.05,10.1126,0.5601,7.3051
2022-03-31,2022-03-31,2.44,2.87,10.1962,0.1831,7.4549
2022-06-30,2022-06-30,5.28,5.65,9.0252,0.3549,7.5214
2022-09-30,2022-09-30,5.97,6.62,9.2367,0.4316,7.5878
2022-12-31,2022-12-31,8.48,10.47,9.3275,0.6238,7.8128
2023-03-31,2023-03-31,2.37,3.38,9.122,0.2118,8.5267
2023-06-30,2023-06-30,5.15,5.73,8.9678,0.4188,8.4471
2023-09-30,2023-09-30,5.57,6.74,8.9324,0.5066,8.3162
2023-12-31,2023-12-31,5.96,7.23,9.3856,0.5504,8.1063
2024-03-31,2024-03-31,1.76,2.52,7.9399,0.1518,8.4467
2024-06-30,2024-06-30,2.76,2.35,8.7437,0.2268,8.2059
2024-09-30,2024-09-30,4.44,4.99,8.6866,0.3715,8.8489
2024-12-31,2024-12-31,4.41,4.87,9.2976,0.3814,8.7985
2025-03-31,2025-03-31,1.12,1.51,8.5445,0.1001,8.3247
2025-06-30,2025-06-30,2.05,1.72,9.7214,0.1965,8.7147
2025-09-30,2025-09-30,2.54,2.56,9.6301,0.26,8.9667
