stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.8,4.91,28.7891,0.1213,3.5567
2021-06-30,2021-06-30,11.17,11.76,31.0341,0.3209,3.7405
2021-09-30,2021-09-30,12.74,18.83,32.2957,0.5109,4.4516
2021-12-31,2021-12-31,23.68,32.83,32.6528,1.072,5.0199
2022-03-31,2022-03-31,4.02,4.1,31.0424,0.1884,5.2092
2022-06-30,2022-06-30,8.5,8.91,30.735,0.4192,5.4693
2022-09-30,2022-09-30,10.93,11.36,29.5574,0.5378,5.4886
2022-12-31,2022-12-31,14.27,15.3,29.0969,0.7398,5.6992
2023-03-31,2023-03-31,2.74,2.82,25.9266,0.1514,6.2085
2023-06-30,2023-06-30,-0.57,-0.56,23.8678,-0.032,6.0012
2023-09-30,2023-09-30,-2.66,-2.59,22.9812,-0.1328,5.9005
2023-12-31,2023-12-31,-0.3,-0.47,21.8046,-0.0388,8.0646
2024-03-31,2024-03-31,-0.13,-0.13,21.7256,-0.0325,8.1243
2024-06-30,2024-06-30,-0.21,-0.21,19.4434,-0.0669,8.0939
2024-09-30,2024-09-30,0.24,0.24,18.8499,-0.0602,8.1032
2024-12-31,2024-12-31,1.8,1.81,18.6211,-0.0143,8.3071
2025-03-31,2025-03-31,1.2,1.21,20.947,0.0538,8.3614
2025-06-30,2025-06-30,2.15,2.16,20.0167,0.0798,8.2118
2025-09-30,2025-09-30,2.92,2.84,19.1844,0.0963,7.7182
