stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,5.18,5.81,14.8253,0.6447,14.034
2021-06-30,2021-06-30,16.43,17.82,17.2871,1.9252,14.5302
2021-09-30,2021-09-30,22.51,25.79,16.6175,2.8172,15.4332
2021-12-31,2021-12-31,27.65,41.11,16.1938,3.7003,16.222
2022-03-31,2022-03-31,5.08,5.08,11.9876,0.6798,16.6304
2022-06-30,2022-06-30,10.63,10.16,13.167,1.4725,16.3767
2022-09-30,2022-09-30,22.4,19.1,14.1389,2.2073,15.2809
2022-12-31,2022-12-31,33.25,33.43,14.6435,3.5738,16.6402
2023-03-31,2023-03-31,7.61,7.93,12.456,0.9049,17.5164
2023-06-30,2023-06-30,12.02,11.76,14.0306,1.5488,17.0678
2023-09-30,2023-09-30,16.14,16.63,14.1457,2.2202,17.0163
2023-12-31,2023-12-31,29.98,34.39,13.5668,4.0441,18.8926
2024-03-31,2024-03-31,4.38,4.47,11.9309,0.6691,19.5134
2024-06-30,2024-06-30,11.37,10.37,14.0071,1.5968,18.5619
2024-09-30,2024-09-30,15.4,15.03,13.4299,2.2084,18.741
2024-12-31,2024-12-31,19.15,19.06,13.6379,3.2107,19.5486
2025-03-31,2025-03-31,3.95,4.05,11.5192,0.5875,20.204
2025-06-30,2025-06-30,10.41,9.68,14.1718,1.518,19.5232
2025-09-30,2025-09-30,14.44,14.04,13.7048,2.2787,19.9231
