pb
1.412869
1.383445
1.407165
1.41599
1.426471
1.409371
1.450742
1.439158
1.493216
1.466187
1.445778
1.440261
1.439158
1.4364
1.433642
1.41599
1.413232
1.407165
1.4022
1.417645
1.407716
1.411578
1.428126
1.444123
1.43309
1.457913
1.431436
1.455155
1.458465
1.450742
1.471703
1.472807
1.455155
1.429229
1.427574
1.446881
1.48439
1.546171
1.520797
1.521349
1.523555
1.510868
1.5048
1.526313
1.525761
1.532932
1.54562
1.534036
1.557203
1.580923
1.567132
1.557755
1.548929
1.558307
1.563271
1.594161
1.595816
1.642703
1.657045
1.638291
1.652632
1.652081
1.642703
1.600781
1.585887
1.594713
1.609607
1.608503
1.605745
1.593058
1.620639
1.626155
1.633878
1.635532
1.715516
1.748613
1.711103
1.718274
1.703381
1.776194
1.772884
1.74751
1.703932
1.737581
1.717333
1.700422
1.679146
1.625139
1.612591
1.627321
1.60659
1.610409
1.608227
1.654597
1.624593
1.614228
1.597316
1.581496
1.546582
1.5444
1.57004
1.554765
1.56513
1.566221
1.566767
1.658961
1.631139
1.617501
1.619138
1.592952
1.583678
1.619683
1.617501
1.586951
1.594589
1.601681
1.592407
1.610409
1.629503
1.585897
1.586425
1.60229
1.569504
1.553639
1.545178
1.537775
1.536717
1.543592
1.533545
1.549409
1.536717
1.528257
1.537775
1.514508
1.495999
1.492298
1.496528
1.496528
1.443647
1.448406
1.452637
1.459511
1.458454
1.458983
1.463213
1.447349
1.435715
1.438359
1.47326
1.51768
1.508691
1.508162
1.495999
1.502345
1.509748
1.506047
1.531958
1.508691
1.516623
1.515036
1.513979
1.519796
1.531429
1.538833
1.530372
1.524555
1.518209
1.550995
1.596473
1.559985
1.509219
1.510806
1.521911
1.509748
1.492826
1.49547
1.484894
1.475905
1.483308
1.477491
1.476433
1.468501
1.484365
1.47326
1.477491
1.510277
1.484894
1.47326
1.479077
1.500759
1.495999
1.489125
1.483837
1.485423
1.482779
1.473789
1.460569
1.461098
1.466915
1.447878
1.447349
1.431485
1.417207
1.382305
1.386007
1.397641
1.368556
0.844322
0.834433
0.851512
0.856392
0.857612
0.851512
0.863712
0.862492
0.882011
0.869811
0.855172
0.853952
0.856392
0.856392
0.851512
0.839313
0.842973
0.849073
0.842973
0.850293
0.850293
0.863712
0.869811
0.871031
0.868591
0.875911
0.867372
0.882011
0.89055
0.88811
0.88933
0.90031
0.89177
0.874691
0.868591
0.878351
0.90153
0.932028
0.927148
0.921049
0.917389
0.911289
0.911289
0.913729
0.914949
0.914949
0.928368
0.938128
0.955207
0.963746
0.951547
0.944227
0.939348
0.932028
0.936908
0.949107
0.945447
0.945447
0.964966
0.953987
0.956427
0.957647
0.946667
0.922269
0.922269
0.921049
0.934468
0.935688
0.938128
0.934468
0.945447
0.955207
0.969846
0.978385
1.004004
1.001564
1.004004
1.025963
1.021083
1.040602
1.058901
1.060121
1.022303
1.038162
1.017423
0.99589
0.984946
0.958194
0.949682
0.948466
0.948466
0.941171
0.936307
0.95941
0.941171
0.935091
0.927795
0.95333
0.925363
0.920499
0.924147
0.911987
0.939955
0.925363
0.943602
0.972786
0.95941
0.958194
0.967922
0.956979
0.955763
0.96549
0.956979
0.929011
0.933875
0.944819
0.938739
0.949683
0.964274
0.970354
0.95941
0.978866
0.964274
0.934101
0.929335
0.928144
0.925761
0.938867
0.930527
0.940058
0.931718
0.922186
0.928144
0.918612
0.90908
0.904315
0.901932
0.899549
0.867379
0.872145
0.874528
0.869762
0.869762
0.872145
0.880485
0.87572
0.874528
0.878102
0.893591
0.905506
0.888826
0.895974
0.891208
0.893591
0.90074
0.8924
0.904315
0.899549
0.90074
0.898357
0.894783
0.899549
0.906697
0.910272
0.910272
0.912655
0.911463
0.919803
0.942441
0.934101
0.923378
0.930527
0.94125
0.940058
0.931718
0.917421
0.907889
0.90908
0.912655
0.904315
0.90908
0.90908
0.918612
0.905506
0.920995
0.93291
0.916229
0.898357
0.894783
0.905506
0.907889
0.90074
0.90908
0.917421
0.926952
0.920995
0.903123
0.901932
0.893591
0.888826
0.888826
0.880485
0.876911
0.855465
0.859039
0.867379
0.856656
1.123208
1.121579
1.132611
1.134449
1.136288
1.11974
1.138127
1.136288
1.162029
1.14732
1.132611
1.136288
1.138127
1.134449
1.130772
1.116063
1.117901
1.121579
1.116063
1.121579
1.11974
1.134449
1.154674
1.16019
1.149158
1.162029
1.149158
1.16019
1.154674
1.138127
1.150997
1.156513
1.141804
1.123417
1.116063
1.139965
1.163868
1.198802
1.182254
1.182254
1.182254
1.176738
1.182254
1.18777
1.18777
1.196963
1.211673
1.211673
1.226382
1.248446
1.233736
1.230059
1.226382
1.228221
1.233736
1.244768
1.244768
1.241091
1.264994
1.263155
1.266832
1.272348
1.257639
1.228221
1.226382
1.233736
1.253962
1.2558
1.266832
1.257639
1.266832
1.264994
1.296251
1.279703
1.318315
1.336701
1.321992
1.331185
1.320153
1.345894
1.353249
1.33854
1.300299
1.318562
1.316735
1.297781
1.285004
1.252149
1.253974
1.266751
1.261275
1.25945
1.257625
1.288655
1.275878
1.272227
1.277703
1.285004
1.2558
1.244848
1.246673
1.232071
1.253974
1.241197
1.243023
1.283179
1.268577
1.305082
1.303257
1.295956
1.29048
1.29048
1.281354
1.252149
1.253974
1.261275
1.2558
1.263101
1.268577
1.275878
1.270402
1.288655
1.275878
1.262129
1.251279
1.245855
1.244047
1.258512
1.245855
1.258512
1.263937
1.26032
1.263937
1.247663
1.233197
1.229581
1.224156
1.213307
1.1898
1.198841
1.197033
1.195225
1.20065
1.198841
1.195225
