pb
0.486338
0.484149
0.493426
0.502261
0.513746
0.521256
0.51728
0.533625
0.536717
0.542901
0.534508
0.530091
0.542018
0.542018
0.549086
0.540251
0.532299
0.538484
0.539809
0.5376
0.544668
0.553945
0.546877
0.544226
0.544226
0.543785
0.545993
0.545552
0.550411
0.54511
0.555712
0.553945
0.564547
0.56278
0.575148
0.587959
0.587959
0.594585
0.601653
0.598561
0.613138
0.64586
0.646771
0.64586
0.664079
0.66499
0.648137
0.645404
0.646839
0.628618
0.642739
0.63454
0.614041
0.612219
0.61313
0.614041
0.602653
0.607208
0.594909
0.595365
0.59582
0.58261
0.58671
0.583521
0.588532
0.598098
0.62634
0.628162
0.63454
0.645472
0.636817
0.632718
0.629984
0.631807
0.619052
0.62133
0.623607
0.624974
0.627707
0.634995
0.639095
0.639095
0.62634
0.620862
0.610559
0.604287
0.615038
0.617278
0.61683
0.613246
0.608319
0.628029
0.625789
0.632508
0.609215
0.6016
0.589505
0.580546
0.571139
0.573827
0.561732
0.5577
0.547397
0.556804
0.548741
0.54023
0.533063
0.528583
0.545291
0.576148
0.597016
0.615716
0.622729
0.633506
0.62379
0.62379
0.625711
0.622829
0.62331
0.634503
0.606129
0.577756
0.569439
0.545907
0.542106
0.552083
0.563486
0.553984
0.555884
0.555409
0.554459
0.554934
0.553984
0.552083
0.540206
0.544007
0.549233
0.555884
0.547332
0.547807
0.551608
0.545432
0.552083
0.545432
0.548283
0.544007
0.53688
0.534504
0.534979
0.541156
0.53783
0.53593
0.543531
0.551608
0.553984
0.548758
0.548283
0.559685
0.555409
0.553034
0.562061
0.561111
0.55921
0.556835
0.578215
0.588667
0.591043
0.561586
0.570138
0.56016
0.548283
0.548283
0.553984
0.549708
0.534029
0.530228
0.524527
0.528328
0.524052
0.510273
0.505047
0.499346
0.491744
0.484617
0.47749
0.482242
0.477015
0.477966
0.476065
0.481291
0.486043
0.480816
0.483667
0.483667
0.483192
0.474165
0.469889
0.470364
0.465137
0.462287
0.461812
0.459911
0.462287
0.45611
0.464662
0.469889
0.467988
0.418978
0.379332
0.375679
0.378288
0.379854
0.382463
0.38455
0.390811
0.401247
0.397072
0.391333
0.389767
0.390289
0.393942
0.396551
0.390811
0.388724
0.389246
0.388202
0.389246
0.392898
0.402812
0.40229
0.398116
0.399681
0.401247
0.40803
0.406986
0.409073
0.404899
0.41116
0.414291
0.417943
0.417422
0.422639
0.43464
0.433075
0.433075
0.423683
0.413769
0.412726
0.419509
0.426292
0.426814
0.436727
0.441945
0.436206
0.44038
0.447685
0.435684
0.441945
0.436727
0.433597
0.433075
0.43464
0.43151
0.42577
0.428379
0.422118
0.422118
0.424205
0.417943
0.418987
0.414813
0.413769
0.413247
0.421596
0.421596
0.424205
0.423683
0.417422
0.418987
0.416378
0.415334
0.408551
0.406986
0.406464
0.40803
0.413247
0.410117
0.415856
0.410638
0.40229
0.402812
0.394141
0.386331
0.390497
0.388414
0.387893
0.382166
0.378522
0.379042
0.378001
0.380604
0.373315
0.370191
0.363422
0.360298
0.354571
0.354571
0.352488
0.356133
0.35405
0.350406
0.350406
0.347282
0.342596
0.339992
0.341554
0.344158
0.350926
0.353009
0.356654
0.35405
0.356133
0.357174
0.362381
0.364464
0.362067
0.360004
0.356394
0.351752
0.351236
0.351236
0.355363
0.36052
0.358973
0.357941
0.357941
0.36052
0.36052
0.361552
0.360004
0.361552
0.360004
0.357426
0.360004
0.366709
0.36052
0.357426
0.364131
0.361036
0.361036
0.357426
0.361552
0.361036
0.359489
0.355878
0.353299
0.357941
0.354331
0.352268
0.350721
0.349689
0.353299
0.350721
0.349689
0.354331
0.353299
0.352268
0.352268
0.352784
0.353299
0.351752
0.355363
0.353299
0.354331
0.353815
0.355878
0.352268
0.350205
0.349173
0.349689
0.349173
0.339374
0.337311
0.332669
0.333185
0.338342
0.335248
0.332153
0.32648
0.329058
0.32648
0.326995
0.332669
0.326995
0.331637
0.331122
0.334216
0.339374
0.339374
0.340921
0.342984
0.344016
0.340405
0.34711
0.347626
0.342984
0.344016
0.345047
0.349689
0.350205
0.348142
0.352784
0.353815
0.352268
0.317264
0.312724
0.311938
0.317438
0.31901
0.321367
0.320581
0.32451
0.33001
0.326081
0.32451
0.323724
0.325296
0.326867
0.33001
0.326867
0.33001
0.33551
0.336296
0.337867
0.341796
0.352011
0.353582
0.349653
0.352011
0.360654
0.370868
