stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.86,3.9,,0.9135,23.5865
2021-06-30,2021-06-30,7.92,7.8,,1.8497,23.2704
2021-09-30,2021-09-30,10.28,10.4,,2.4216,23.5057
2021-12-31,2021-12-31,11.83,12.2,,2.8708,24.1577
2022-03-31,2022-03-31,2.45,2.4,,0.581,23.6081
2022-06-30,2022-06-30,5.87,5.7,,1.4169,24.1359
2022-09-30,2022-09-30,9.14,9.0,,2.1587,23.6327
2022-12-31,2022-12-31,10.77,10.8,,2.6236,24.3368
2023-03-31,2023-03-31,4.68,4.9,,1.2357,26.4561
2023-06-30,2023-06-30,7.54,7.6,,1.9487,25.8739
2023-09-30,2023-09-30,9.71,9.9,,2.4615,25.4047
2023-12-31,2023-12-31,10.92,11.4,,2.9012,27.8269
2024-03-31,2024-03-31,4.56,4.6,,1.2565,28.7174
2024-06-30,2024-06-30,9.4,9.5,,2.6878,30.5245
2024-09-30,2024-09-30,14.02,14.6,,4.1016,31.1812
2024-12-31,2024-12-31,15.43,16.6,,4.8274,33.105
2025-03-31,2025-03-31,3.65,3.5,,1.0404,30.1868
2025-06-30,2025-06-30,9.89,9.6,,2.9943,32.5566
2025-09-30,2025-09-30,16.08,15.8,,4.8985,32.8172
