stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.53,3.5,,1.8058,54.9632
2021-06-30,2021-06-30,7.33,7.5,,3.7178,56.2856
2021-09-30,2021-09-30,10.31,10.5,,5.3363,57.4051
2021-12-31,2021-12-31,12.51,13.0,,6.663,58.9556
2022-03-31,2022-03-31,2.48,2.5,,1.4907,60.0144
2022-06-30,2022-06-30,7.1,7.2,,3.921,61.1186
2022-09-30,2022-09-30,9.12,9.2,,5.2032,60.814
2022-12-31,2022-12-31,9.76,10.1,,5.8769,64.2934
2023-03-31,2023-03-31,4.19,4.3,,2.5254,67.4652
2023-06-30,2023-06-30,7.61,7.7,,4.5813,68.079
2023-09-30,2023-09-30,9.7,9.8,,5.9368,67.6591
2023-12-31,2023-12-31,9.53,9.7,,6.0007,67.4875
2024-03-31,2024-03-31,4.06,4.1,,2.4739,68.2111
2024-06-30,2024-06-30,8.01,8.1,,4.8711,69.4637
2024-09-30,2024-09-30,13.13,13.1,,7.6909,70.2677
2024-12-31,2024-12-31,13.63,13.8,,8.0577,71.6472
2025-03-31,2025-03-31,2.87,2.9,,1.9307,73.5367
2025-06-30,2025-06-30,7.21,7.2,,4.5318,73.7552
2025-09-30,2025-09-30,13.47,13.7,,8.5636,75.8496
