stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.34,1.35,43.7337,0.3394,29.3475
2021-06-30,2021-06-30,3.14,3.09,41.342,0.814,29.7466
2021-09-30,2021-09-30,4.65,4.64,39.2085,1.2314,33.0099
2021-12-31,2021-12-31,5.7,5.76,37.9827,1.552,35.2488
2022-03-31,2022-03-31,1.61,1.62,35.3396,0.4592,35.716
2022-06-30,2022-06-30,3.13,3.13,34.112,0.884,35.5785
2022-09-30,2022-09-30,4.47,4.54,34.4625,0.91,25.6386
2022-12-31,2022-12-31,5.05,5.12,34.2201,1.0504,25.7822
2023-03-31,2023-03-31,0.52,0.52,32.4019,0.1232,25.9126
2023-06-30,2023-06-30,2.18,2.19,28.3724,0.4534,26.0501
2023-09-30,2023-09-30,2.82,2.83,27.278,0.6057,26.1696
2023-12-31,2023-12-31,3.28,3.31,27.4831,0.7003,25.3234
2024-03-31,2024-03-31,0.94,0.94,27.4162,0.1832,25.479
2024-06-30,2024-06-30,2.19,2.19,29.9419,0.4184,25.5248
2024-09-30,2024-09-30,3.03,3.04,30.9582,0.5801,25.6938
2024-12-31,2024-12-31,4.25,4.31,30.0366,0.8135,25.8856
2025-03-31,2025-03-31,0.78,1.18,32.4425,0.1724,29.316
2025-06-30,2025-06-30,1.77,2.11,32.7297,0.394,29.2182
2025-09-30,2025-09-30,2.56,2.89,33.6969,0.5863,29.4153
