stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,-1.48,-1.48,42.7017,-0.0638,6.769
2021-06-30,2021-06-30,-4.55,-4.45,43.6533,-0.2247,6.4872
2021-09-30,2021-09-30,-1.28,-1.27,43.1292,-0.031,6.7102
2021-12-31,2021-12-31,-4.81,-4.67,38.6503,-0.1825,6.4482
2022-03-31,2022-03-31,-2.95,-2.92,49.0614,-0.1627,6.3241
2022-06-30,2022-06-30,-2.71,-2.81,48.4951,-0.1636,6.8873
2022-09-30,2022-09-30,-0.82,-0.9,40.4315,-0.0413,7.5541
2022-12-31,2022-12-31,-7.16,-7.45,37.5201,-0.3833,6.9969
2023-03-31,2023-03-31,0.9,0.89,50.1663,0.0603,6.9188
2023-06-30,2023-06-30,1.74,1.81,51.1935,0.0956,7.5115
2023-09-30,2023-09-30,2.79,2.92,44.4936,0.1806,7.5494
2023-12-31,2023-12-31,4.33,4.47,43.3899,0.2941,7.3753
2024-03-31,2024-03-31,1.28,1.3,42.3616,0.1035,7.5266
2024-06-30,2024-06-30,2.32,2.37,45.9295,0.1963,7.6614
2024-09-30,2024-09-30,5.22,5.29,46.2978,0.3897,7.5193
2024-12-31,2024-12-31,2.87,2.96,40.6152,0.3828,7.8859
2025-03-31,2025-03-31,2.11,2.12,24.7422,0.1638,7.8785
2025-06-30,2025-06-30,-7.08,-6.73,28.1972,-0.211,7.4089
2025-09-30,2025-09-30,-4.76,-4.55,30.2953,-0.0494,7.4472
