stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.8,4.93,7.9827,0.413,8.6599
2021-06-30,2021-06-30,8.52,8.89,7.1924,0.7191,9.0042
2021-09-30,2021-09-30,11.69,12.07,6.5864,0.9857,9.1638
2021-12-31,2021-12-31,13.16,13.56,5.5399,1.0796,8.9846
2022-03-31,2022-03-31,2.76,2.79,5.5083,0.2943,9.2662
2022-06-30,2022-06-30,6.44,6.79,5.622,0.7191,9.8315
2022-09-30,2022-09-30,4.67,5.0,3.6739,0.5979,9.8616
2022-12-31,2022-12-31,-4.24,-4.31,2.1758,-0.2521,8.9077
2023-03-31,2023-03-31,0.14,0.14,4.0619,0.0456,8.5988
2023-06-30,2023-06-30,0.3,0.3,3.1123,0.0223,8.7051
2023-09-30,2023-09-30,0.82,0.82,3.7131,0.0759,8.6964
2023-12-31,2023-12-31,1.73,1.74,3.5758,0.1006,8.7179
2024-03-31,2024-03-31,1.62,1.64,4.7984,0.144,8.8512
2024-06-30,2024-06-30,1.7,1.7,3.9656,0.1512,8.7209
2024-09-30,2024-09-30,0.95,0.92,3.8762,0.09,8.4052
2024-12-31,2024-12-31,0.95,0.93,3.4703,-0.0179,8.3823
2025-03-31,2025-03-31,0.21,0.21,4.3429,0.0212,8.3607
2025-06-30,2025-06-30,0.92,0.92,4.1111,0.073,8.3621
2025-09-30,2025-09-30,0.94,0.94,4.174,0.0673,8.454
