stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.05,0.05,,0.0005,1.4174
2021-06-30,2021-06-30,1.41,1.42,,0.0204,1.434
2021-09-30,2021-09-30,3.43,3.49,,0.0503,1.4637
2021-12-31,2021-12-31,1.25,1.26,,0.0196,1.4306
2022-03-31,2022-03-31,0.1,0.1,,0.0008,1.4301
2022-06-30,2022-06-30,-0.81,-0.81,,-0.0112,1.4176
2022-09-30,2022-09-30,-0.66,-0.66,,-0.01,1.4149
2022-12-31,2022-12-31,-4.98,-4.85,,-0.068,1.3562
2023-03-31,2023-03-31,1.59,1.6,,0.0219,1.3772
2023-06-30,2023-06-30,2.22,2.25,,0.0308,1.3859
2023-09-30,2023-09-30,2.65,2.68,,0.0368,1.3917
2023-12-31,2023-12-31,2.64,2.68,,0.0368,1.3914
2024-03-31,2024-03-31,0.37,0.37,,0.0051,1.3964
2024-06-30,2024-06-30,0.72,0.72,,0.01,1.4001
2024-09-30,2024-09-30,1.42,1.43,,0.02,1.4103
2024-12-31,2024-12-31,2.27,2.29,,0.0323,1.423
2025-03-31,2025-03-31,0.7,0.7,,0.01,1.4328
2025-06-30,2025-06-30,1.23,1.24,,0.0177,1.4408
2025-09-30,2025-09-30,2.47,2.5,,0.036,1.4589
