stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,,,50.9,,
2021-06-30,2021-06-30,11.21,11.88,46.1554,0.151,1.3467
2021-09-30,2021-09-30,17.04,,100.0,0.2455,1.4413
2021-12-31,2021-12-31,22.56,,100.0,0.3484,1.5442
2022-03-31,2022-03-31,2.85,9.1,45.4096,0.1473,5.1623
2022-06-30,2022-06-30,5.2,8.05,44.791,0.2444,4.7022
2022-09-30,2022-09-30,9.55,12.84,47.445,0.4707,4.9285
2022-12-31,2022-12-31,13.11,16.71,47.6069,0.6723,5.1301
2023-03-31,2023-03-31,2.76,2.8,40.0921,0.1457,5.2757
2023-06-30,2023-06-30,4.66,4.69,37.9638,0.2456,5.2757
2023-09-30,2023-09-30,6.08,6.21,35.7256,0.3258,5.3559
2023-12-31,2023-12-31,6.56,6.73,29.6537,0.3533,5.3834
2024-03-31,2024-03-31,0.86,0.86,24.3332,0.0464,5.4298
2024-06-30,2024-06-30,0.52,0.51,22.0263,0.0277,5.3059
2024-09-30,2024-09-30,-0.18,-0.17,17.9389,-0.0093,5.2681
2024-12-31,2024-12-31,-2.69,-2.63,12.997,-0.1382,5.1392
2025-03-31,2025-03-31,-0.99,-0.98,2.065,-0.0503,5.0898
2025-06-30,2025-06-30,0.26,0.26,14.1181,0.0133,5.1548
2025-09-30,2025-09-30,1.34,1.35,16.6988,0.0699,5.2112
