stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.24,1.25,16.8509,0.0424,4.3885
2021-06-30,2021-06-30,0.78,0.96,10.4965,0.3247,7.1273
2021-09-30,2021-09-30,0.22,0.25,9.983,0.47,7.2324
2021-12-31,2021-12-31,6.0,7.98,11.7104,0.9729,8.3299
2022-03-31,2022-03-31,-2.17,-2.15,9.5231,0.058,8.398
2022-06-30,2022-06-30,-5.96,-5.69,10.1973,0.027,8.0786
2022-09-30,2022-09-30,-10.25,-9.61,10.2866,0.0097,8.0615
2022-12-31,2022-12-31,-2.91,-2.75,11.2231,0.6271,8.8984
2023-03-31,2023-03-31,-0.91,-0.96,10.1236,0.0887,9.9663
2023-06-30,2023-06-30,-2.48,-2.51,10.4573,0.0986,9.8178
2023-09-30,2023-09-30,-4.59,-4.56,10.5902,0.0373,9.7981
2023-12-31,2023-12-31,5.08,5.29,11.0432,0.7684,10.4353
2024-03-31,2024-03-31,0.26,0.26,9.9335,0.1078,10.5411
2024-06-30,2024-06-30,-0.6,-0.59,9.2963,0.13,10.5544
2024-09-30,2024-09-30,-2.09,-2.02,8.885,0.0286,10.0829
2024-12-31,2024-12-31,5.08,5.07,9.9697,0.7206,10.8916
2025-03-31,2025-03-31,-0.53,-0.53,8.1933,0.0165,10.9022
2025-06-30,2025-06-30,-1.56,-1.52,8.9865,0.0205,10.5599
2025-09-30,2025-09-30,-4.88,-4.73,7.7456,-0.2337,10.4055
