stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.17,2.2,34.7147,0.1248,5.7123
2021-06-30,2021-06-30,4.74,4.82,35.3439,0.2754,5.8506
2021-09-30,2021-09-30,5.61,5.89,32.1488,0.3702,6.3133
2021-12-31,2021-12-31,4.63,6.46,27.9183,0.3916,8.1225
2022-03-31,2022-03-31,1.99,2.01,34.3693,0.1628,8.3574
2022-06-30,2022-06-30,3.74,3.8,32.504,0.3115,8.5265
2022-09-30,2022-09-30,4.91,5.03,31.0197,0.4147,8.6317
2022-12-31,2022-12-31,6.16,6.35,27.3185,0.5264,8.7342
2023-03-31,2023-03-31,2.13,2.16,32.5402,0.1859,8.9272
2023-06-30,2023-06-30,3.89,3.95,30.0689,0.3442,9.0781
2023-09-30,2023-09-30,5.09,5.21,28.6576,0.4558,9.1894
2023-12-31,2023-12-31,6.15,6.32,26.7568,0.5551,9.2786
2024-03-31,2024-03-31,2.15,2.18,31.9965,0.1987,9.4793
2024-06-30,2024-06-30,3.89,3.93,30.2465,0.3588,9.4758
2024-09-30,2024-09-30,5.14,5.22,28.7462,0.4807,9.6008
2024-12-31,2024-12-31,6.08,6.21,27.0724,0.5738,9.8438
2025-03-31,2025-03-31,1.17,1.18,23.7461,0.1125,10.0773
2025-06-30,2025-06-30,2.48,2.47,25.2077,0.2367,10.0322
2025-09-30,2025-09-30,3.2,3.21,24.1355,0.3077,10.1038
