stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,2.98,3.01,26.7144,1.0062,30.6254
2021-06-30,2021-06-30,6.52,6.74,26.6949,2.2864,32.4121
2021-09-30,2021-09-30,10.66,11.36,27.0566,3.9266,34.4277
2021-12-31,2021-12-31,18.85,21.52,25.9103,7.6628,39.7375
2022-03-31,2022-03-31,1.75,1.76,14.1594,0.8475,40.155
2022-06-30,2022-06-30,5.85,9.11,18.387,3.9621,61.3332
2022-09-30,2022-09-30,11.75,15.98,18.6795,8.0444,66.0878
2022-12-31,2022-12-31,18.68,24.67,19.9751,13.6978,72.4291
2023-03-31,2023-03-31,5.23,5.8,20.9603,4.1271,85.4531
2023-06-30,2023-06-30,12.17,12.31,21.2957,4.8844,43.6011
2023-09-30,2023-09-30,17.29,15.98,21.5409,7.3947,45.951
2023-12-31,2023-12-31,22.32,24.04,22.4862,10.6298,49.9843
2024-03-31,2024-03-31,5.06,5.18,25.6955,2.545,52.3906
2024-06-30,2024-06-30,11.65,11.39,25.9496,5.6558,49.9771
2024-09-30,2024-09-30,15.19,17.73,27.5838,8.7983,59.8088
2024-12-31,2024-12-31,20.55,24.13,23.8766,12.2646,62.1002
2025-03-31,2025-03-31,5.34,5.49,23.7477,3.375,65.6628
2025-06-30,2025-06-30,10.34,11.63,24.3265,7.0988,71.1488
2025-09-30,2025-09-30,15.6,17.76,24.6587,11.4614,76.0515
