stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,0.57,0.57,16.0357,0.2158,30.5939
2021-06-30,2021-06-30,4.98,4.79,18.2197,1.3921,31.3074
2021-09-30,2021-09-30,7.33,7.31,17.4996,2.1164,32.251
2021-12-31,2021-12-31,9.55,9.78,17.1743,3.2747,33.7858
2022-03-31,2022-03-31,0.6,0.6,15.0192,0.2397,33.832
2022-06-30,2022-06-30,5.22,5.06,16.4224,1.5572,33.6942
2022-09-30,2022-09-30,7.07,7.12,15.8704,2.3425,34.9049
2022-12-31,2022-12-31,9.32,9.48,14.712,3.2286,34.8209
2023-03-31,2023-03-31,0.59,0.6,11.5589,0.2375,33.3179
2023-06-30,2023-06-30,3.96,3.94,14.5767,1.2714,33.7486
2023-09-30,2023-09-30,5.39,5.45,14.2538,1.7625,34.1243
2023-12-31,2023-12-31,4.85,4.91,11.2446,1.7145,33.7728
2024-03-31,2024-03-31,-0.14,-0.14,6.7113,0.0278,33.4878
2024-06-30,2024-06-30,-4.077,-4.001,4.7953,-0.7142,32.2745
2024-09-30,2024-09-30,-7.66,-7.4,4.94,-1.3744,31.3777
2024-12-31,2024-12-31,-24.41,-21.82,4.8228,-4.0822,28.4019
2025-03-31,2025-03-31,-3.18,-3.13,0.9021,-0.5377,27.6576
2025-06-30,2025-06-30,-6.24,-6.07,6.5869,-0.9107,26.9188
2025-09-30,2025-09-30,-15.94,-14.81,5.2835,-2.3667,25.2315
