stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.5,4.09,,0.4625,13.2248
2021-06-30,2021-06-30,7.11,8.18,,0.9386,13.2267
2021-09-30,2021-09-30,10.36,12.25,,1.4208,13.7342
2021-12-31,2021-12-31,15.08,17.6,,2.168,14.4016
2022-03-31,2022-03-31,3.94,4.58,,0.5952,15.139
2022-06-30,2022-06-30,8.17,9.29,,1.234,15.121
2022-09-30,2022-09-30,11.68,13.88,,1.8325,15.7153
2022-12-31,2022-12-31,16.37,19.48,,2.6884,16.4429
2023-03-31,2023-03-31,3.95,4.46,,0.6762,17.1318
2023-06-30,2023-06-30,8.17,9.54,,1.4621,17.9111
2023-09-30,2023-09-30,12.03,13.75,,2.1388,17.8028
2023-12-31,2023-12-31,16.38,18.78,,3.0603,18.6998
2024-03-31,2024-03-31,3.83,4.26,,0.7476,19.5587
2024-06-30,2024-06-30,8.32,9.02,,1.617,19.4604
2024-09-30,2024-09-30,11.74,13.16,,2.3699,20.2057
2024-12-31,2024-12-31,14.98,17.81,,3.0816,20.6007
2025-03-31,2025-03-31,3.4,3.7,,0.7106,20.9154
2025-06-30,2025-06-30,7.47,7.94,,1.5611,20.888
2025-09-30,2025-09-30,9.32,11.4,,2.2396,24.0212
