stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.97,1.98,,0.098,5.0292
2021-06-30,2021-06-30,4.88,4.99,,0.2506,5.1773
2021-09-30,2021-09-30,7.24,7.39,,0.3765,5.2187
2021-12-31,2021-12-31,8.94,9.25,,0.4735,5.3324
2022-03-31,2022-03-31,0.62,0.62,,0.0372,5.3154
2022-06-30,2022-06-30,2.54,2.53,,0.1402,5.3594
2022-09-30,2022-09-30,2.6,2.59,,0.1462,5.3247
2022-12-31,2022-12-31,1.55,1.61,,0.1009,5.6926
2023-03-31,2023-03-31,2.92,3.15,,0.1715,5.9935
2023-06-30,2023-06-30,4.11,4.4,,0.2504,6.0536
2023-09-30,2023-09-30,4.74,5.03,,0.2933,6.0777
2023-12-31,2023-12-31,4.51,4.71,,0.2958,6.0741
2024-03-31,2024-03-31,0.82,0.82,,0.05,6.1234
2024-06-30,2024-06-30,0.95,0.92,,0.0679,6.3891
2024-09-30,2024-09-30,1.19,1.09,,0.0895,6.416
2024-12-31,2024-12-31,2.19,2.14,,0.1552,6.4946
2025-03-31,2025-03-31,0.86,0.88,,0.0591,6.5263
2025-06-30,2025-06-30,1.66,1.67,,0.115,6.5362
2025-09-30,2025-09-30,3.0,3.11,,0.2159,6.6473
