stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.47,1.48,14.8504,0.0591,3.9179
2021-06-30,2021-06-30,3.72,3.66,15.3687,0.1208,3.216
2021-09-30,2021-09-30,6.05,5.47,14.9926,0.1995,3.2866
2021-12-31,2021-12-31,13.67,12.54,18.61,0.4512,3.3157
2022-03-31,2022-03-31,4.71,4.82,26.8202,0.1615,3.4807
2022-06-30,2022-06-30,9.76,10.32,23.8792,0.3577,3.7123
2022-09-30,2022-09-30,12.04,13.21,22.0,0.4783,4.0113
2022-12-31,2022-12-31,15.39,17.11,21.8051,0.6235,4.1224
2023-03-31,2023-03-31,3.31,3.35,26.4285,0.1392,4.2211
2023-06-30,2023-06-30,7.84,7.93,27.1004,0.345,4.4054
2023-09-30,2023-09-30,10.36,10.77,25.7014,0.4686,4.5147
2023-12-31,2023-12-31,13.11,13.25,25.8394,0.6043,4.585
2024-03-31,2024-03-31,3.59,3.66,28.5682,0.1717,4.7995
2024-06-30,2024-06-30,6.62,6.53,27.3637,0.3128,4.7215
2024-09-30,2024-09-30,9.03,8.93,26.4219,0.4228,4.6768
2024-12-31,2024-12-31,12.75,13.21,27.9291,0.6397,5.016
2025-03-31,2025-03-31,2.13,2.14,24.5637,0.1082,5.0908
2025-06-30,2025-06-30,5.25,5.28,23.47,0.267,5.1024
2025-09-30,2025-09-30,8.09,8.11,23.2912,0.4141,5.1427
