stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.99,2.02,29.6679,0.4046,20.2843
2021-06-30,2021-06-30,8.12,8.14,31.619,1.6695,20.5796
2021-09-30,2021-09-30,15.28,16.28,32.0513,3.4688,22.7108
2021-12-31,2021-12-31,18.5,20.14,30.9198,4.3735,23.6541
2022-03-31,2022-03-31,1.73,1.74,27.0992,0.4133,24.0504
2022-06-30,2022-06-30,7.03,6.83,30.577,1.669,23.7856
2022-09-30,2022-09-30,12.64,13.44,31.3121,3.2629,25.8543
2022-12-31,2022-12-31,16.29,17.37,30.8606,4.4037,27.1095
2023-03-31,2023-03-31,0.92,1.02,26.0064,0.2435,27.1878
2023-06-30,2023-06-30,6.93,7.56,30.7533,1.8479,26.8313
2023-09-30,2023-09-30,13.19,14.84,33.2043,3.7792,28.7434
2023-12-31,2023-12-31,16.76,17.55,33.4341,4.9666,29.7405
2024-03-31,2024-03-31,1.19,1.2,29.3349,0.3585,30.0684
2024-06-30,2024-06-30,5.69,5.32,31.879,1.6298,28.5564
2024-09-30,2024-09-30,11.01,10.84,34.7952,3.341,30.3013
2024-12-31,2024-12-31,13.64,13.99,35.0106,4.2737,31.2876
2025-03-31,2025-03-31,1.59,1.6,33.1463,0.5079,31.7821
2025-06-30,2025-06-30,5.49,5.21,35.3288,1.6765,30.4895
2025-09-30,2025-09-30,9.46,9.42,36.258,3.0119,31.8099
