stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.25,3.3,46.3174,0.1812,4.989
2021-06-30,2021-06-30,4.42,5.81,46.7877,0.3561,7.0745
2021-09-30,2021-09-30,7.11,8.64,47.635,0.5755,7.2924
2021-12-31,2021-12-31,9.44,11.11,46.3844,0.7784,7.4767
2022-03-31,2022-03-31,1.53,1.54,47.1078,0.1278,7.6046
2022-06-30,2022-06-30,4.64,4.68,47.7861,0.3854,7.7622
2022-09-30,2022-09-30,7.06,7.25,47.7419,0.5012,6.6837
2022-12-31,2022-12-31,10.02,10.46,48.022,0.7312,6.8918
2023-03-31,2023-03-31,2.89,2.93,45.1347,0.2179,7.1096
2023-06-30,2023-06-30,6.11,6.24,47.5518,0.4698,7.3116
2023-09-30,2023-09-30,9.24,9.6,48.6387,0.7329,7.5733
2023-12-31,2023-12-31,11.3,11.93,49.8236,0.916,7.7402
2024-03-31,2024-03-31,3.12,3.17,55.0703,0.2622,8.0024
2024-06-30,2024-06-30,7.04,7.16,54.6438,0.4984,6.7806
2024-09-30,2024-09-30,9.88,10.27,54.3079,0.7219,7.0035
2024-12-31,2024-12-31,13.91,14.81,53.6894,1.0682,7.3498
2025-03-31,2025-03-31,2.14,2.17,44.8675,0.1706,7.5203
2025-06-30,2025-06-30,5.47,5.54,44.3761,0.4379,7.5808
2025-09-30,2025-09-30,7.14,7.16,42.6824,0.5666,7.559
