stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,1.94,2.0,12.2857,0.1239,5.5791
2021-06-30,2021-06-30,3.7,3.72,10.3061,0.2298,5.5026
2021-09-30,2021-09-30,5.62,5.74,10.2975,0.3415,5.5639
2021-12-31,2021-12-31,6.83,7.02,10.3835,0.4041,5.554
2022-03-31,2022-03-31,1.96,1.97,9.1788,0.1258,5.6615
2022-06-30,2022-06-30,4.78,4.71,11.6338,0.3062,5.6903
2022-09-30,2022-09-30,6.76,6.78,11.1402,0.4291,5.7387
2022-12-31,2022-12-31,8.18,8.35,10.3613,0.516,5.7771
2023-03-31,2023-03-31,2.25,2.27,10.6907,0.1508,5.9325
2023-06-30,2023-06-30,5.67,5.83,11.1672,0.3588,5.8548
2023-09-30,2023-09-30,8.32,8.36,11.0787,0.5218,6.0062
2023-12-31,2023-12-31,11.49,11.86,11.7542,0.7462,6.3408
2024-03-31,2024-03-31,2.94,2.98,12.9822,0.1968,6.5272
2024-06-30,2024-06-30,6.8,6.52,14.8579,0.4396,6.329
2024-09-30,2024-09-30,9.91,9.93,13.7739,0.6706,6.5965
2024-12-31,2024-12-31,12.36,12.71,13.5886,0.8672,6.7197
2025-03-31,2025-03-31,3.65,3.72,17.7183,0.2723,6.9993
2025-06-30,2025-06-30,9.53,9.36,16.8549,0.699,7.015
2025-09-30,2025-09-30,12.6,12.86,15.8304,0.9696,7.175
