stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,-1.09,-1.53,37.1985,-0.1346,16.6092
2021-06-30,2021-06-30,0.03,0.03,29.4893,0.1041,16.523
2021-09-30,2021-09-30,0.58,0.64,31.5789,0.2422,16.6409
2021-12-31,2021-12-31,0.61,0.65,33.136,0.2798,16.2017
2022-03-31,2022-03-31,-0.73,-0.73,22.7597,-0.0847,16.1164
2022-06-30,2022-06-30,-0.72,-0.71,29.3229,-0.052,16.0963
2022-09-30,2022-09-30,0.25,0.25,32.7907,0.1399,16.0502
2022-12-31,2022-12-31,0.68,0.68,31.938,0.2291,16.0276
2023-03-31,2023-03-31,0.78,0.78,34.5281,0.175,16.2035
2023-06-30,2023-06-30,3.19,3.06,40.762,0.6253,15.9775
2023-09-30,2023-09-30,5.79,5.73,41.4808,1.121,16.4401
2023-12-31,2023-12-31,6.01,5.84,40.8777,1.1936,16.2242
2024-03-31,2024-03-31,1.12,1.13,34.2075,0.2379,16.4782
2024-06-30,2024-06-30,4.99,4.96,38.6976,0.9262,16.6573
2024-09-30,2024-09-30,6.52,6.49,40.3895,1.2,16.4373
2024-12-31,2024-12-31,5.91,5.43,38.4699,1.0694,14.6559
2025-03-31,2025-03-31,0.23,0.23,30.7457,0.0485,14.7421
2025-06-30,2025-06-30,2.39,2.37,35.2558,0.3766,14.7502
2025-09-30,2025-09-30,4.71,4.75,37.2007,0.7488,15.0844
