stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,4.39,4.51,53.7021,1.1274,25.6884
2021-06-30,2021-06-30,7.24,7.06,51.847,1.7846,24.697
2021-09-30,2021-09-30,10.33,10.35,48.2981,2.5887,25.086
2021-12-31,2021-12-31,11.61,11.76,49.0678,2.9014,25.0581
2022-03-31,2022-03-31,3.3,3.3,46.9823,0.8384,25.4193
2022-06-30,2022-06-30,8.12,8.17,48.008,2.1044,26.4588
2022-09-30,2022-09-30,11.0,11.37,47.023,2.9703,27.7659
2022-12-31,2022-12-31,14.1,14.89,46.5183,3.9255,28.565
2023-03-31,2023-03-31,3.11,3.17,50.1469,0.9096,29.5334
2023-06-30,2023-06-30,5.87,5.71,50.5776,1.1881,20.398
2023-09-30,2023-09-30,16.4,17.26,49.3387,3.6776,22.9813
2023-12-31,2023-12-31,5.03,5.03,48.1857,1.0575,20.3745
2024-03-31,2024-03-31,1.58,1.57,46.7691,0.3289,20.6723
2024-06-30,2024-06-30,3.36,3.31,47.809,0.6905,20.4508
2024-09-30,2024-09-30,4.87,4.78,47.2854,0.9964,20.5365
2024-12-31,2024-12-31,6.24,6.07,46.4297,1.272,20.3934
2025-03-31,2025-03-31,2.18,2.13,47.5653,0.4495,20.8575
2025-06-30,2025-06-30,4.27,4.32,47.4417,0.8899,21.0808
2025-09-30,2025-09-30,6.37,6.38,47.4634,1.3306,21.0583
