stat_date,pub_date,roe,roe_weighted,gp_margin,eps_ttm,bps
2021-03-31,2021-03-31,3.27,3.3,3.8316,0.2345,8.727
2021-06-30,2021-06-30,-2.58,-2.65,3.565,-0.2213,8.2499
2021-09-30,2021-09-30,0.78,0.87,3.5439,0.0523,9.7072
2021-12-31,2021-12-31,3.92,4.23,3.2521,0.378,10.0139
2022-03-31,2022-03-31,3.05,3.86,3.7751,0.3016,10.1225
2022-06-30,2022-06-30,5.84,5.92,3.7342,0.6152,10.9243
2022-09-30,2022-09-30,9.68,10.11,3.842,1.0601,11.4551
2022-12-31,2022-12-31,13.21,14.97,3.8046,1.5499,12.297
2023-03-31,2023-03-31,2.67,2.71,3.5604,0.3299,12.6417
2023-06-30,2023-06-30,5.58,5.54,3.5478,0.6679,12.5366
2023-09-30,2023-09-30,10.36,10.57,3.7899,1.3088,13.2259
2023-12-31,2023-12-31,13.69,14.65,3.835,1.8017,13.8288
2024-03-31,2024-03-31,2.65,2.7,4.4158,0.3735,14.3227
2024-06-30,2024-06-30,5.61,5.81,4.2049,0.7842,14.6314
2024-09-30,2024-09-30,9.58,9.99,4.283,1.3681,15.0143
2024-12-31,2024-12-31,8.14,8.47,4.018,1.1607,14.893
2025-03-31,2025-03-31,2.03,2.27,3.6024,0.3326,16.066
2025-06-30,2025-06-30,3.94,4.19,3.3563,0.6262,16.0752
2025-09-30,2025-09-30,6.03,6.45,3.3978,0.9652,16.465
